country	year	age	sex	prop_union	prop_union_att
Argentina	2001	24	Female	0.491509372	0.215581365
Argentina	2001	24	Male	0.35659428	0.117901903
Armenia	2000	12	Female	0.411998797	0.411998797
Armenia	2000	13	Female	0.538756343	0.534125112
Armenia	2000	14	Female	0.609143199	0.620755371
Armenia	2000	15	Female	0.11672519	0.109660748
Armenia	2000	16	Female	0.135507054	0.112934174
Armenia	2000	17	Female	0.184651946	0.130567685
Armenia	2000	18	Female	0.228542514	0.146497165
Armenia	2000	19	Female	0.332867326	0.177212442
Armenia	2000	20	Female	0.410814637	0.24240128
Armenia	2000	21	Female	0.454175223	0.283527352
Armenia	2000	22	Female	0.569704183	0.451683617
Armenia	2000	23	Female	0.637654927	0.130913573
Armenia	2000	24	Female	0.625982804	0.118074679
Armenia	2001	12	Female		
Armenia	2001	12	Male		
Armenia	2001	13	Female		
Armenia	2001	13	Male		
Armenia	2001	14	Female		
Armenia	2001	14	Male		
Armenia	2001	15	Female	0.009927798	0.004795396
Armenia	2001	15	Male	0.002650177	0.002622091
Armenia	2001	16	Female	0.016681299	0.003773585
Armenia	2001	16	Male	0.00349345	0.002051703
Armenia	2001	17	Female	0.045070423	0.011635423
Armenia	2001	17	Male	0.00770988	0.004061738
Armenia	2001	18	Female	0.113636364	0.027586207
Armenia	2001	18	Male	0.010207337	0.014457831
Armenia	2001	19	Female	0.189320388	0.060211554
Armenia	2001	19	Male	0.019423762	0.01969697
Armenia	2001	20	Female	0.3090301	0.098964327
Armenia	2001	20	Male	0.035123269	0.042519685
Armenia	2001	21	Female	0.40489709	0.138401559
Armenia	2001	21	Male	0.091957923	0.062098501
Armenia	2001	22	Female	0.47896679	0.18556701
Armenia	2001	22	Male	0.151898734	0.084639498
Armenia	2001	23	Female	0.561403509	0.202531646
Armenia	2001	23	Male	0.247077791	0.150485437
Armenia	2001	24	Female	0.645714286	0.287037037
Armenia	2001	24	Male	0.327791986	0.231292517
Austria	1971	12	Female		
Austria	1971	12	Male		
Austria	1971	13	Female		
Austria	1971	13	Male		
Austria	1971	14	Female	0.000188076	0.000188076
Austria	1971	14	Male		
Austria	1971	15	Female	0.001331052	
Austria	1971	15	Male	0.000542594	0.000235793
Austria	1971	16	Female	0.010986855	0.001085776
Austria	1971	16	Male	0.000751174	
Austria	1971	17	Female	0.046846481	0.004285714
Austria	1971	17	Male	0.003167063	
Austria	1971	18	Female	0.111020905	0.009259259
Austria	1971	18	Male	0.013114754	0.003731343
Austria	1971	19	Female	0.225415726	0.015449438
Austria	1971	19	Male	0.029040657	0.007168459
Austria	1971	20	Female	0.348832647	0.037102473
Austria	1971	20	Male	0.077827877	0.014044944
Austria	1971	21	Female	0.485492846	0.041208791
Austria	1971	21	Male	0.164448669	0.029045643
Austria	1971	22	Female	0.587525524	0.099630996
Austria	1971	22	Male	0.273443092	0.059180577
Austria	1971	23	Female	0.664507772	0.176136364
Austria	1971	23	Male	0.38810396	0.095709571
Austria	1971	24	Female	0.724721261	0.195121951
Austria	1971	24	Male	0.47899927	0.103004292
Austria	1981	12	Female		
Austria	1981	12	Male		
Austria	1981	13	Female		
Austria	1981	13	Male		
Austria	1981	14	Female		
Austria	1981	14	Male		
Austria	1981	15	Female	0.001288452	0.000598325
Austria	1981	15	Male	0.000767106	0.000399361
Austria	1981	16	Female	0.009378844	0.00031407
Austria	1981	16	Male	0.000744491	
Austria	1981	17	Female	0.027621723	0.002071251
Austria	1981	17	Male	0.001187472	0.000494071
Austria	1981	18	Female	0.077546123	0.004214963
Austria	1981	18	Male	0.007290755	0.000597015
Austria	1981	19	Female	0.166536479	0.016416845
Austria	1981	19	Male	0.029784724	0.004850445
Austria	1981	20	Female	0.271208022	0.041832669
Austria	1981	20	Male	0.071504479	0.011776251
Austria	1981	21	Female	0.378923767	0.067204301
Austria	1981	21	Male	0.134275045	0.020310633
Austria	1981	22	Female	0.475292919	0.095327103
Austria	1981	22	Male	0.211544878	0.044058745
Austria	1981	23	Female	0.564146719	0.110619469
Austria	1981	23	Male	0.300621744	0.071428571
Austria	1981	24	Female	0.636013986	0.204545455
Austria	1981	24	Male	0.403610354	0.097770154
Austria	1991	12	Female		
Austria	1991	12	Male		
Austria	1991	13	Female		
Austria	1991	13	Male		
Austria	1991	14	Female		
Austria	1991	14	Male		
Austria	1991	15	Female	0.000674764	
Austria	1991	15	Male		
Austria	1991	16	Female	0.005998286	0.001117735
Austria	1991	16	Male	0.000198847	
Austria	1991	17	Female	0.022684703	0.003501094
Austria	1991	17	Male	0.001372549	
Austria	1991	18	Female	0.061151791	0.007869885
Austria	1991	18	Male	0.013503376	0.002985075
Austria	1991	19	Female	0.119942969	0.018691589
Austria	1991	19	Male	0.030674847	0.005094614
Austria	1991	20	Female	0.178180575	0.028301887
Austria	1991	20	Male	0.061221122	0.014899211
Austria	1991	21	Female	0.258205335	0.051823417
Austria	1991	21	Male	0.108869726	0.026654412
Austria	1991	22	Female	0.340689655	0.0609319
Austria	1991	22	Male	0.161883408	0.032064128
Austria	1991	23	Female	0.431787685	0.088676671
Austria	1991	23	Male	0.218112245	0.054313099
Austria	1991	24	Female	0.499408284	0.10952381
Austria	1991	24	Male	0.290439637	0.076735688
Austria	2001	12	Female		
Austria	2001	12	Male		
Austria	2001	13	Female		
Austria	2001	13	Male		
Austria	2001	14	Female		
Austria	2001	14	Male		
Austria	2001	15	Female		
Austria	2001	15	Male	0.000413052	0.000238436
Austria	2001	16	Female	0.003223034	0.000611808
Austria	2001	16	Male	0.00061212	
Austria	2001	17	Female	0.013036165	0.001707067
Austria	2001	17	Male	0.000628931	0.00047619
Austria	2001	18	Female	0.040939318	0.007533703
Austria	2001	18	Male	0.008709743	0.002744237
Austria	2001	19	Female	0.086439653	0.021306818
Austria	2001	19	Male	0.02	0.002855103
Austria	2001	20	Female	0.142410993	0.028680688
Austria	2001	20	Male	0.044565437	0.011310085
Austria	2001	21	Female	0.215291751	0.060050042
Austria	2001	21	Male	0.085696282	0.017400205
Austria	2001	22	Female	0.259754257	0.061567164
Austria	2001	22	Male	0.128886144	0.030082988
Austria	2001	23	Female	0.332246849	0.088268156
Austria	2001	23	Male	0.172241529	0.034939759
Austria	2001	24	Female	0.410021322	0.117962466
Austria	2001	24	Male	0.226469977	0.063855422
Azerbaijan	2006	15	Male	0.069948993	
Azerbaijan	2006	16	Male	0.001520701	
Azerbaijan	2006	17	Male	0.010727651	
Azerbaijan	2006	18	Male	0.007939394	
Azerbaijan	2006	19	Male	0.04769803	
Azerbaijan	2006	20	Male	0.036471281	
Azerbaijan	2006	21	Male	0.076293617	
Azerbaijan	2006	22	Male	0.136863544	
Azerbaijan	2006	23	Male	0.226458091	
Azerbaijan	2006	24	Male	0.328934034	
Bangladesh	1993	12	Female		
Bangladesh	1993	12	Male	0.004059716	0.002485992
Bangladesh	1993	13	Female		
Bangladesh	1993	13	Male	0.004863338	
Bangladesh	1993	14	Female		
Bangladesh	1993	14	Male	0.013974988	0.00595532
Bangladesh	1993	15	Female		
Bangladesh	1993	15	Male	0.008357583	
Bangladesh	1993	16	Female		
Bangladesh	1993	16	Male	0.021949367	0.007332321
Bangladesh	1993	17	Female		
Bangladesh	1993	17	Male	0.030830119	0.014431023
Bangladesh	1993	18	Female		
Bangladesh	1993	18	Male	0.049591553	
Bangladesh	1993	19	Female		
Bangladesh	1993	19	Male	0.064343235	0.00964331
Bangladesh	1993	20	Female		
Bangladesh	1993	20	Male	0.162064262	0.037054232
Bangladesh	1993	21	Female		
Bangladesh	1993	21	Male	0.215255752	
Bangladesh	1993	22	Female		
Bangladesh	1993	22	Male	0.260185826	0.033007331
Bangladesh	1993	23	Female		
Bangladesh	1993	23	Male	0.359611221	0.132224235
Bangladesh	1993	24	Female		
Bangladesh	1993	24	Male	0.375409968	0.121694761
Bangladesh	1996	12	Female		
Bangladesh	1996	13	Female		
Bangladesh	1996	14	Female		
Bangladesh	1996	15	Female		
Bangladesh	1996	16	Female		
Bangladesh	1996	17	Female		
Bangladesh	1996	18	Female		
Bangladesh	1996	19	Female		
Bangladesh	1996	20	Female		
Bangladesh	1996	21	Female		
Bangladesh	1996	22	Female		
Bangladesh	1996	23	Female		
Bangladesh	1996	24	Female		
Bangladesh	1999	12	Female		
Bangladesh	1999	12	Male	0.001747324	0.001321664
Bangladesh	1999	13	Female		
Bangladesh	1999	13	Male	0.001096463	0.001618103
Bangladesh	1999	14	Female		
Bangladesh	1999	14	Male	0.002419019	
Bangladesh	1999	15	Female		
Bangladesh	1999	15	Male	0.006493192	0.00423618
Bangladesh	1999	16	Female		
Bangladesh	1999	16	Male	0.016394345	0.016734542
Bangladesh	1999	17	Female		
Bangladesh	1999	17	Male	0.027937171	0.003654529
Bangladesh	1999	18	Female		
Bangladesh	1999	18	Male	0.044260397	0.017245192
Bangladesh	1999	19	Female		
Bangladesh	1999	19	Male	0.102337996	
Bangladesh	1999	20	Female		
Bangladesh	1999	20	Male	0.182406367	0.037929996
Bangladesh	1999	21	Female		
Bangladesh	1999	21	Male	0.193733924	0.062241044
Bangladesh	1999	22	Female		
Bangladesh	1999	22	Male	0.299670751	0.056567543
Bangladesh	1999	23	Female		
Bangladesh	1999	23	Male	0.348668301	0.126620917
Bangladesh	1999	24	Female		
Bangladesh	1999	24	Male	0.319389407	0.03439114
Bangladesh	2004	12	Male	0.001650913	0.002289894
Bangladesh	2004	13	Female		
Bangladesh	2004	13	Male	0.002043948	0.003078061
Bangladesh	2004	14	Female		
Bangladesh	2004	14	Male	0.000302654	0.000541391
Bangladesh	2004	15	Female		
Bangladesh	2004	15	Male	0.004956576	
Bangladesh	2004	16	Female		
Bangladesh	2004	16	Male	0.016520484	
Bangladesh	2004	17	Female		
Bangladesh	2004	17	Male	0.020519004	
Bangladesh	2004	18	Female		
Bangladesh	2004	18	Male	0.062848476	0.012157378
Bangladesh	2004	19	Female		
Bangladesh	2004	19	Male	0.075732831	0.011610434
Bangladesh	2004	20	Female		
Bangladesh	2004	20	Male	0.182236079	0.022451041
Bangladesh	2004	21	Female		
Bangladesh	2004	21	Male	0.229737798	0.0205446
Bangladesh	2004	22	Female		
Bangladesh	2004	22	Male	0.338589634	0.094025379
Bangladesh	2004	23	Female		
Bangladesh	2004	23	Male	0.368512271	0.14711474
Bangladesh	2004	24	Female		
Bangladesh	2004	24	Male	0.423489003	0.028587125
Bangladesh	2007	12	Male	0.002397117	0.003316731
Bangladesh	2007	13	Male	0.003139898	0.004377958
Bangladesh	2007	14	Male	0.001902724	
Bangladesh	2007	15	Female		
Bangladesh	2007	15	Male	0.000513688	
Bangladesh	2007	16	Female		
Bangladesh	2007	16	Male		
Bangladesh	2007	17	Female		
Bangladesh	2007	17	Male	0.013567334	0.001994722
Bangladesh	2007	18	Female		
Bangladesh	2007	18	Male	0.047403112	0.013669427
Bangladesh	2007	19	Female		
Bangladesh	2007	19	Male	0.099954179	
Bangladesh	2007	20	Female		
Bangladesh	2007	20	Male	0.175208071	0.030937689
Bangladesh	2007	21	Female		
Bangladesh	2007	21	Male	0.228304364	0.010125611
Bangladesh	2007	22	Female		
Bangladesh	2007	22	Male	0.338923758	0.041577131
Bangladesh	2007	23	Female		
Bangladesh	2007	23	Male	0.419387466	0.096987234
Bangladesh	2007	24	Female		
Bangladesh	2007	24	Male	0.474442285	0.020766212
Belarus	1999	12	Female		
Belarus	1999	12	Male		
Belarus	1999	13	Female		
Belarus	1999	13	Male		
Belarus	1999	14	Female	0.000123168	0.000123747
Belarus	1999	14	Male		
Belarus	1999	15	Female	0.002169459	0.000984494
Belarus	1999	15	Male	0.000927967	0.000831848
Belarus	1999	16	Female	0.009397528	0.003525424
Belarus	1999	16	Male	0.001504702	0.000932836
Belarus	1999	17	Female	0.028154327	0.011341297
Belarus	1999	17	Male	0.00302267	0.001643263
Belarus	1999	18	Female	0.091215306	0.038886771
Belarus	1999	18	Male	0.018275918	0.008399742
Belarus	1999	19	Female	0.195007585	0.094957082
Belarus	1999	19	Male	0.046935395	0.022590361
Belarus	1999	20	Female	0.328618968	0.174647887
Belarus	1999	20	Male	0.093234971	0.048780488
Belarus	1999	21	Female	0.465034473	0.257826888
Belarus	1999	21	Male	0.190311938	0.109929078
Belarus	1999	22	Female	0.569957082	0.3805374
Belarus	1999	22	Male	0.321256765	0.184976526
Belarus	1999	23	Female	0.662766891	0.474972191
Belarus	1999	23	Male	0.428529498	0.267457181
Belarus	1999	24	Female	0.741700057	0.589285714
Belarus	1999	24	Male	0.535157444	0.434931507
Benin	1996	15	Female	0.033189801	0.014086477
Benin	1996	16	Female	0.100598334	
Benin	1996	17	Female	0.269963214	
Benin	1996	18	Female	0.468874294	
Benin	1996	19	Female	0.609231526	
Benin	1996	20	Female	0.656453954	
Benin	1996	21	Female	0.782139704	
Benin	1996	22	Female	0.83877119	0.304714554
Benin	1996	23	Female	0.876354024	0.378866571
Benin	1996	24	Female	0.871316802	0.360321786
Benin	2006	12	Male	0.002374355	0.001878593
Benin	2006	13	Male	0.003301228	0.001669609
Benin	2006	14	Male	0.004756317	0.004088391
Benin	2006	15	Female	0.057923871	0.003105224
Benin	2006	15	Male	0.001419536	
Benin	2006	16	Female	0.076910874	0.008194424
Benin	2006	16	Male	0.004877264	0.001516063
Benin	2006	17	Female	0.206085433	0.013844654
Benin	2006	17	Male	0.015712727	
Benin	2006	18	Female	0.376195187	0.025459344
Benin	2006	18	Male	0.025482389	0.003288016
Benin	2006	19	Female	0.433346043	0.042672476
Benin	2006	19	Male	0.032002635	0.012108924
Benin	2006	20	Female	0.691552281	0.042321781
Benin	2006	20	Male	0.106810288	0.006770678
Benin	2006	21	Female	0.553623951	0.03583343
Benin	2006	21	Male	0.110432149	0.010036707
Benin	2006	22	Female	0.755829315	0.092500274
Benin	2006	22	Male	0.207616902	0.026154959
Benin	2006	23	Female	0.782651621	0.237884041
Benin	2006	23	Male	0.279672179	0.059722056
Benin	2006	24	Female	0.829545898	0.134517605
Benin	2006	24	Male	0.345047525	0.035066332
Bolivia	1976	12	Female	0.011258612	0.010728654
Bolivia	1976	12	Male	0.021006427	0.021505376
Bolivia	1976	13	Female	0.010638298	0.008153757
Bolivia	1976	13	Male	0.016042781	0.015753425
Bolivia	1976	14	Female	0.014931316	0.00752394
Bolivia	1976	14	Male	0.01479955	0.015822785
Bolivia	1976	15	Female	0.033013436	0.008868243
Bolivia	1976	15	Male	0.012394255	0.008660687
Bolivia	1976	16	Female	0.073466343	0.010905642
Bolivia	1976	16	Male	0.011990864	0.008784259
Bolivia	1976	17	Female	0.152191894	0.025301205
Bolivia	1976	17	Male	0.028541226	0.011281588
Bolivia	1976	18	Female	0.24138563	0.041822255
Bolivia	1976	18	Male	0.062813603	0.018827327
Bolivia	1976	19	Female	0.34784689	0.062689585
Bolivia	1976	19	Male	0.131631521	0.038404727
Bolivia	1976	20	Female	0.440997335	0.098382749
Bolivia	1976	20	Male	0.218956337	0.052293578
Bolivia	1976	21	Female	0.523744541	0.130508475
Bolivia	1976	21	Male	0.318911565	0.086642599
Bolivia	1976	22	Female	0.581019572	0.191810345
Bolivia	1976	22	Male	0.410688493	0.125348189
Bolivia	1976	23	Female	0.656162643	0.222580645
Bolivia	1976	23	Male	0.510892116	0.163511188
Bolivia	1976	24	Female	0.705603788	0.275362319
Bolivia	1976	24	Male	0.585562266	0.239808153
Bolivia	1992	12	Female	0.01134704	0.007696321
Bolivia	1992	12	Male	0.006641671	0.005700326
Bolivia	1992	13	Female	0.007482279	0.005194805
Bolivia	1992	13	Male	0.006269592	0.005576754
Bolivia	1992	14	Female	0.014023019	0.009364671
Bolivia	1992	14	Male	0.011604642	0.010589769
Bolivia	1992	15	Female	0.025581076	0.00996264
Bolivia	1992	15	Male	0.007741027	0.005252298
Bolivia	1992	16	Female	0.061271676	0.018639555
Bolivia	1992	16	Male	0.010668247	0.008417872
Bolivia	1992	17	Female	0.111568987	0.03451155
Bolivia	1992	17	Male	0.02230991	0.010353535
Bolivia	1992	18	Female	0.20419153	0.062439652
Bolivia	1992	18	Male	0.0440471	0.019909502
Bolivia	1992	19	Female	0.293638412	0.111246944
Bolivia	1992	19	Male	0.100770925	0.033634126
Bolivia	1992	20	Female	0.397666206	0.12066204
Bolivia	1992	20	Male	0.190310213	0.069017632
Bolivia	1992	21	Female	0.450744559	0.167107001
Bolivia	1992	21	Male	0.264554618	0.087699317
Bolivia	1992	22	Female	0.547426762	0.224137931
Bolivia	1992	22	Male	0.379662151	0.139030612
Bolivia	1992	23	Female	0.61521377	0.309107636
Bolivia	1992	23	Male	0.46368494	0.180826189
Bolivia	1992	24	Female	0.677306345	0.367301232
Bolivia	1992	24	Male	0.536234902	0.271324864
Bolivia	1994	12	Female	0.642222513	0.586717304
Bolivia	1994	13	Female	0.462828722	0.50407252
Bolivia	1994	14	Female	0.396502191	0.295496065
Bolivia	1994	15	Female	0.042106974	0.016848162
Bolivia	1994	16	Female	0.077815033	0.012355313
Bolivia	1994	17	Female	0.160608109	0.035975601
Bolivia	1994	18	Female	0.256311625	0.048996716
Bolivia	1994	19	Female	0.364185446	0.063509434
Bolivia	1994	20	Female	0.431486879	0.094997568
Bolivia	1994	21	Female	0.482529975	0.148931493
Bolivia	1994	22	Female	0.618837817	0.235686727
Bolivia	1994	23	Female	0.676595498	0.267692127
Bolivia	1994	24	Female	0.727320397	0.224193282
Bolivia	1998	12	Female	0.10235268	0.10235268
Bolivia	1998	13	Female	0.417652728	0.433521919
Bolivia	1998	14	Female	0.45357253	0.45357253
Bolivia	1998	15	Female	0.039298373	0.013765919
Bolivia	1998	16	Female	0.055082828	0.017851432
Bolivia	1998	17	Female	0.134269396	0.025763756
Bolivia	1998	18	Female	0.207850945	0.050976046
Bolivia	1998	19	Female	0.273951325	0.063920111
Bolivia	1998	20	Female	0.386671262	0.087640805
Bolivia	1998	21	Female	0.457652099	0.125536796
Bolivia	1998	22	Female	0.578761399	0.161385835
Bolivia	1998	23	Female	0.629058693	0.276927546
Bolivia	1998	24	Female	0.733033498	0.51494315
Bolivia	2001	12	Female	0.0033045	0.001817599
Bolivia	2001	12	Male	0.001196172	0.001184366
Bolivia	2001	13	Female	0.002178218	0.001474926
Bolivia	2001	13	Male	0.001368925	0.001401315
Bolivia	2001	14	Female	0.002630514	0.001243936
Bolivia	2001	14	Male	0.001907248	0.001638002
Bolivia	2001	15	Female	0.032735859	0.010293288
Bolivia	2001	15	Male	0.009991497	0.005799394
Bolivia	2001	16	Female	0.065227325	0.016171617
Bolivia	2001	16	Male	0.013656538	0.00821043
Bolivia	2001	17	Female	0.126458681	0.036674307
Bolivia	2001	17	Male	0.025571848	0.010644364
Bolivia	2001	18	Female	0.20527893	0.085423729
Bolivia	2001	18	Male	0.05399449	0.026009212
Bolivia	2001	19	Female	0.273680316	0.151244416
Bolivia	2001	19	Male	0.097551929	0.060358056
Bolivia	2001	20	Female	0.363719547	0.271510516
Bolivia	2001	20	Male	0.174737595	0.14025974
Bolivia	2001	21	Female	0.42094886	0.400868307
Bolivia	2001	21	Male	0.244858858	0.242382271
Bolivia	2001	22	Female	0.491155438	0.506542056
Bolivia	2001	22	Male	0.318655241	0.333333333
Bolivia	2001	23	Female	0.555076689	0.621242485
Bolivia	2001	23	Male	0.399318748	0.422505308
Bolivia	2001	24	Female	0.607697595	0.640522876
Bolivia	2001	24	Male	0.472650567	0.533163265
Bolivia	2003	15	Female	0.0247274	0.000770856
Bolivia	2003	16	Female	0.063008402	0.006640015
Bolivia	2003	17	Female	0.119893529	0.024177005
Bolivia	2003	18	Female	0.196456976	0.031558117
Bolivia	2003	19	Female	0.277680492	0.068151604
Bolivia	2003	20	Female	0.386437235	0.131347242
Bolivia	2003	21	Female	0.548465329	0.188514863
Bolivia	2003	22	Female	0.617407198	0.227410615
Bolivia	2003	23	Female	0.629547487	0.216234441
Bolivia	2003	24	Female	0.718812482	0.280498205
Bolivia	2008	15	Female	0.042448625	0.011266547
Bolivia	2008	16	Female	0.066933737	0.016889668
Bolivia	2008	17	Female	0.137512075	0.0368871
Bolivia	2008	18	Female	0.228362441	0.070617423
Bolivia	2008	19	Female	0.285812362	0.075661116
Bolivia	2008	20	Female	0.342637445	0.087939456
Bolivia	2008	21	Female	0.459818983	0.134617818
Bolivia	2008	22	Female	0.622491151	0.227856688
Bolivia	2008	23	Female	0.62319935	0.336593759
Bolivia	2008	24	Female	0.639869737	0.190422357
Brazil	1960	12	Female	0.000377891	
Brazil	1960	12	Male	9.914E-05	4.33821E-05
Brazil	1960	13	Female	0.000580282	
Brazil	1960	13	Male	8.96566E-05	0.00011374
Brazil	1960	14	Female	0.004001177	0.000168322
Brazil	1960	14	Male	0.000176616	
Brazil	1960	15	Female	0.016175127	0.000687916
Brazil	1960	15	Male	0.000255273	
Brazil	1960	16	Female	0.059203508	0.001432665
Brazil	1960	16	Male	0.000711997	0.000140885
Brazil	1960	17	Female	0.126627562	0.004885632
Brazil	1960	17	Male	0.004180053	0.000192604
Brazil	1960	18	Female	0.213720167	0.007295174
Brazil	1960	18	Male	0.01583129	0.000687285
Brazil	1960	19	Female	0.317944348	0.01510989
Brazil	1960	19	Male	0.043343653	0.003357958
Brazil	1960	20	Female	0.431793831	0.022346369
Brazil	1960	20	Male	0.106713068	0.006706114
Brazil	1960	21	Female	0.492787223	0.034693878
Brazil	1960	21	Male	0.176884947	0.015846995
Brazil	1960	22	Female	0.568508136	0.055961071
Brazil	1960	22	Male	0.260458934	0.035600763
Brazil	1960	23	Female	0.639573618	0.091932458
Brazil	1960	23	Male	0.37439595	0.055973266
Brazil	1960	24	Female	0.685793966	0.119186047
Brazil	1960	24	Male	0.454646757	0.087529976
Brazil	1970	12	Female	0.002361101	0.00047993
Brazil	1970	12	Male	0.000589116	0.000314442
Brazil	1970	13	Female	0.003560178	0.000591434
Brazil	1970	13	Male	0.000563549	0.000308269
Brazil	1970	14	Female	0.008445767	0.000764678
Brazil	1970	14	Male	0.000541048	0.000403977
Brazil	1970	15	Female	0.023262679	0.002082473
Brazil	1970	15	Male	0.002655029	0.000850302
Brazil	1970	16	Female	0.060515434	0.004239916
Brazil	1970	16	Male	0.003366875	0.000951753
Brazil	1970	17	Female	0.115966702	0.009242418
Brazil	1970	17	Male	0.007085211	0.001581171
Brazil	1970	18	Female	0.185570799	0.014009097
Brazil	1970	18	Male	0.02055095	0.003248833
