country	year	age	sex	prop_union	prop_childless	prop_school	round	with_child
Argentina	1980	17	Female	0.111430188	0.889237058	0.479361808	1980	0.110762942
Argentina	1980	17	Male	0.016446555		0.436545627	1980	
Argentina	1980	18	Female	0.172040883	0.829361461	0.349106114	1980	0.170638539
Argentina	1980	18	Male	0.033355871		0.320920876	1980	
Argentina	1980	19	Female	0.239562422	0.773835528	0.280384163	1980	0.226164472
Argentina	1980	19	Male	0.058122247		0.239895096	1980	
Argentina	1980	20	Female	0.331248693	0.691929134	0.224165563	1980	0.308070866
Argentina	1980	20	Male	0.105487155		0.203391993	1980	
Argentina	1980	21	Female	0.403181094	0.634533381	0.188056622	1980	0.365466619
Argentina	1980	21	Male	0.159613375		0.17814226	1980	
Argentina	1980	22	Female	0.484932611	0.559306855	0.154659025	1980	0.440693145
Argentina	1980	22	Male	0.249607678		0.162244537	1980	
Argentina	1980	23	Female	0.565232415	0.492791306	0.126629407	1980	0.507208694
Argentina	1980	23	Male	0.343486799		0.147606371	1980	
Argentina	1980	24	Female	0.626669181	0.439954381	0.110410661	1980	0.560045619
Argentina	1980	24	Male	0.426169287		0.121658213	1980	
Argentina	1991	12	Female	2.97653E-06		0.961921289	1990	
Argentina	1991	12	Male	1.46279E-05		0.957464922	1990	
Argentina	1991	13	Female	9.72408E-05		0.885672177	1990	
Argentina	1991	13	Male	2.99863E-05		0.889644543	1990	
Argentina	1991	14	Female	0.026712132	0.981878983	0.795549101	1990	0.018121017
Argentina	1991	14	Male	0.005983216		0.791158271	1990	
Argentina	1991	15	Female	0.040704972	0.967494954	0.717607845	1990	0.032505046
Argentina	1991	15	Male	0.00626007		0.694478195	1990	
Argentina	1991	16	Female	0.070769817	0.933425816	0.640062687	1990	0.066574184
Argentina	1991	16	Male	0.009238618		0.588083675	1990	
Argentina	1991	17	Female	0.115139653	0.887958859	0.577961844	1990	0.112041141
Argentina	1991	17	Male	0.016569647		0.521525523	1990	
Argentina	1991	18	Female	0.179767008	0.825075864	0.463283323	1990	0.174924136
Argentina	1991	18	Male	0.040229801		0.410368061	1990	
Argentina	1991	19	Female	0.240764446	0.769511032	0.405219435	1990	0.230488968
Argentina	1991	19	Male	0.07436966		0.338614532	1990	
Argentina	1991	20	Female	0.316544344	0.697367929	0.340515809	1990	0.302632071
Argentina	1991	20	Male	0.121668949		0.284731732	1990	
Argentina	1991	21	Female	0.383346885	0.640906255	0.29687241	1990	0.359093745
Argentina	1991	21	Male	0.188167235		0.258768219	1990	
Argentina	1991	22	Female	0.457571855	0.576899091	0.242830964	1990	0.423100909
Argentina	1991	22	Male	0.251388169		0.219994688	1990	
Argentina	1991	23	Female	0.533875283	0.519750247	0.188570703	1990	0.480249753
Argentina	1991	23	Male	0.331616528		0.196688013	1990	
Argentina	1991	24	Female	0.596095673	0.464532957	0.16216759	1990	0.535467043
Argentina	1991	24	Male	0.408847009		0.165849688	1990	
Argentina	2001	12	Female	0.000303684		0.978985089	2000	
Argentina	2001	12	Male	0.000412056		0.974128797	2000	
Argentina	2001	13	Female	0.001242387		0.959880004	2000	
Argentina	2001	13	Male	0.000352661		0.950891939	2000	
Argentina	2001	14	Female	0.023451247	0.972149748	0.929100176	2000	0.027850252
Argentina	2001	14	Male	0.018927816		0.910533741	2000	
Argentina	2001	15	Female	0.033103069	0.963320699	0.876879814	2000	0.036679301
Argentina	2001	15	Male	0.017734434		0.843390848	2000	
Argentina	2001	16	Female	0.058782365	0.932470259	0.812837967	2000	0.067529741
Argentina	2001	16	Male	0.020143796		0.770918557	2000	
Argentina	2001	17	Female	0.09404712	0.887742934	0.751248912	2000	0.112257066
Argentina	2001	17	Male	0.028272251		0.700999524	2000	
Argentina	2001	18	Female	0.143584689	0.827139806	0.606505668	2000	0.172860194
Argentina	2001	18	Male	0.048879065		0.560909378	2000	
Argentina	2001	19	Female	0.200665671	0.761789225	0.484757994	2000	0.238210775
Argentina	2001	19	Male	0.078198466		0.434824301	2000	
Argentina	2001	20	Female	0.258960685	0.694313531	0.430857001	2000	0.305686469
Argentina	2001	20	Male	0.124284167		0.35657019	2000	
Argentina	2001	21	Female	0.315913921	0.636077938	0.380323845	2000	0.363922062
Argentina	2001	21	Male	0.178556366		0.309965656	2000	
Argentina	2001	22	Female	0.378283658	0.586545917	0.329373818	2000	0.413454083
Argentina	2001	22	Male	0.234739484		0.271230025	2000	
Argentina	2001	23	Female	0.43545772	0.529620853	0.291001497	2000	0.470379147
Argentina	2001	23	Male	0.2965947		0.240133442	2000	
Argentina	2001	24	Female	0.491509372	0.491215466	0.250244922	2000	0.508784534
Argentina	2001	24	Male	0.35659428		0.213949947	2000	
Armenia	2000	12	Female	0.411998797	0.619375401	0.98685974	2000	0.380624599
Armenia	2000	13	Female	0.538756343	0.567011945	0.980094606	2000	0.432988055
Armenia	2000	14	Female	0.609143199	0.460930083	0.957921368	2000	0.539069917
Armenia	2000	15	Female	0.11672519	0.907187678	0.908250479	2000	0.092812322
Armenia	2000	16	Female	0.135507054	0.889633309	0.779749363	2000	0.110366691
Armenia	2000	17	Female	0.184651946	0.858264315	0.439211087	2000	0.141735685
Armenia	2000	18	Female	0.228542514	0.835722048	0.408110668	2000	0.164277952
Armenia	2000	19	Female	0.332867326	0.748403053	0.342461737	2000	0.251596947
Armenia	2000	20	Female	0.410814637	0.674087286	0.257970351	2000	0.325912714
Armenia	2000	21	Female	0.454175223	0.650622027	0.160081946	2000	0.349377973
Armenia	2000	22	Female	0.569704183	0.492499339	0.102117723	2000	0.507500661
Armenia	2000	23	Female	0.637654927	0.440141603	0.051952682	2000	0.559858397
Armenia	2000	24	Female	0.625982804	0.389412888	0.070608163	2000	0.610587112
Armenia	2001	12	Female			0.986757106	2000	
Armenia	2001	12	Male			0.985928144	2000	
Armenia	2001	13	Female			0.988412152	2000	
Armenia	2001	13	Male			0.979231246	2000	
Armenia	2001	14	Female			0.970408786	2000	
Armenia	2001	14	Male			0.956717257	2000	
Armenia	2001	15	Female	0.009927798	0.996991576	0.941034898	2000	0.003008424
Armenia	2001	15	Male	0.002650177		0.898409894	2000	
Armenia	2001	16	Female	0.016681299	0.992390986	0.775534094	2000	0.007609014
Armenia	2001	16	Male	0.00349345		0.709461426	2000	
Armenia	2001	17	Female	0.045070423	0.980907668	0.484194053	2000	0.019092332
Armenia	2001	17	Male	0.00770988		0.351513421	2000	
Armenia	2001	18	Female	0.113636364	0.95134443	0.464148528	2000	0.04865557
Armenia	2001	18	Male	0.010207337		0.264752791	2000	
Armenia	2001	19	Female	0.189320388	0.896116505	0.397734628	2000	0.103883495
Armenia	2001	19	Male	0.019423762		0.213661379	2000	
Armenia	2001	20	Female	0.3090301	0.81270903	0.290635452	2000	0.18729097
Armenia	2001	20	Male	0.035123269		0.214454576	2000	
Armenia	2001	21	Female	0.40489709	0.71007807	0.182044003	2000	0.28992193
Armenia	2001	21	Male	0.091957923		0.158466237	2000	
Armenia	2001	22	Female	0.47896679	0.611439114	0.107380074	2000	0.388560886
Armenia	2001	22	Male	0.151898734		0.118763961	2000	
Armenia	2001	23	Female	0.561403509	0.507602339	0.061598441	2000	0.492397661
Armenia	2001	23	Male	0.247077791		0.083031036	2000	
Armenia	2001	24	Female	0.645714286	0.424489796	0.044081633	2000	0.575510204
Armenia	2001	24	Male	0.327791986		0.062659847	2000	
Austria	1971	12	Female			0.999824284	1970	
Austria	1971	12	Male				1970	
Austria	1971	13	Female			0.999638336	1970	
Austria	1971	13	Male			0.999831394	1970	
Austria	1971	14	Female	0.000188076			1970	
Austria	1971	14	Male				1970	
Austria	1971	15	Female	0.001331052		0.789123407	1970	
Austria	1971	15	Male	0.000542594		0.767046482	1970	
Austria	1971	16	Female	0.010986855		0.361389052	1970	
Austria	1971	16	Male	0.000751174		0.295586854	1970	
Austria	1971	17	Female	0.046846481		0.283918069	1970	
Austria	1971	17	Male	0.003167063		0.255740301	1970	
Austria	1971	18	Female	0.111020905		0.197280292	1970	
Austria	1971	18	Male	0.013114754		0.206750241	1970	
Austria	1971	19	Female	0.225415726		0.146171217	1970	
Austria	1971	19	Male	0.029040657		0.167634689	1970	
Austria	1971	20	Female	0.348832647		0.111045713	1970	
Austria	1971	20	Male	0.077827877		0.139580474	1970	
Austria	1971	21	Female	0.485492846		0.072337043	1970	
Austria	1971	21	Male	0.164448669		0.137452471	1970	
Austria	1971	22	Female	0.587525524		0.050306293	1970	
Austria	1971	22	Male	0.273443092		0.117931281	1970	
Austria	1971	23	Female	0.664507772		0.032568468	1970	
Austria	1971	23	Male	0.38810396		0.10570382	1970	
Austria	1971	24	Female	0.724721261		0.031526336	1970	
Austria	1971	24	Male	0.47899927		0.085098612	1970	
Austria	1981	12	Female				1980	
Austria	1981	12	Male				1980	
Austria	1981	13	Female				1980	
Austria	1981	13	Male				1980	
Austria	1981	14	Female				1980	
Austria	1981	14	Male				1980	
Austria	1981	15	Female	0.001288452		0.807537446	1980	
Austria	1981	15	Male	0.000767106		0.768333845	1980	
Austria	1981	16	Female	0.009378844	0.990774908	0.489544895	1980	0.009225092
Austria	1981	16	Male	0.000744491		0.354079809	1980	
Austria	1981	17	Female	0.027621723	0.977372035	0.376716604	1980	0.022627965
Austria	1981	17	Male	0.001187472		0.300430459	1980	
Austria	1981	18	Female	0.077546123	0.941952902	0.284685766	1980	0.058047098
Austria	1981	18	Male	0.007290755		0.244240303	1980	
Austria	1981	19	Female	0.166536479	0.885642868	0.218872051	1980	0.114357132
Austria	1981	19	Male	0.029784724		0.182394574	1980	
Austria	1981	20	Female	0.271208022	0.802005411	0.159796276	1980	0.197994589
Austria	1981	20	Male	0.071504479		0.154698649	1980	
Austria	1981	21	Female	0.378923767	0.725816784	0.119154388	1980	0.274183216
Austria	1981	21	Male	0.134275045		0.135898685	1980	
Austria	1981	22	Female	0.475292919	0.653421634	0.090847343	1980	0.346578366
Austria	1981	22	Male	0.211544878		0.124958292	1980	
Austria	1981	23	Female	0.564146719	0.564491131	0.077837093	1980	0.435508869
Austria	1981	23	Male	0.300621744		0.11762729	1980	
Austria	1981	24	Female	0.636013986	0.505594406	0.061538462	1980	0.494405594
Austria	1981	24	Male	0.403610354		0.099284741	1980	
Austria	1991	12	Female				1990	
Austria	1991	12	Male				1990	
Austria	1991	13	Female				1990	
Austria	1991	13	Male				1990	
Austria	1991	14	Female				1990	
Austria	1991	14	Male				1990	
Austria	1991	15	Female	0.000674764	0.998650472	0.848852901	1990	0.001349528
Austria	1991	15	Male			0.798548869	1990	
Austria	1991	16	Female	0.005998286	0.995929734	0.574978578	1990	0.004070266
Austria	1991	16	Male	0.000198847		0.43726387	1990	
Austria	1991	17	Female	0.022684703	0.978980229	0.475546306	1990	0.021019771
Austria	1991	17	Male	0.001372549		0.361568627	1990	
Austria	1991	18	Female	0.061151791	0.956065704	0.377201662	1990	0.043934296
Austria	1991	18	Male	0.013503376		0.314141035	1990	
Austria	1991	19	Female	0.119942969	0.926572803	0.286045268	1990	0.073427197
Austria	1991	19	Male	0.030674847		0.240841367	1990	
Austria	1991	20	Female	0.178180575	0.875683995	0.199384405	1990	0.124316005
Austria	1991	20	Male	0.061221122		0.188283828	1990	
Austria	1991	21	Female	0.258205335	0.818270008	0.16847211	1990	0.181729992
Austria	1991	21	Male	0.108869726		0.167539267	1990	
Austria	1991	22	Female	0.340689655	0.752183908	0.128275862	1990	0.247816092
Austria	1991	22	Male	0.161883408		0.149177877	1990	
Austria	1991	23	Female	0.431787685	0.67958849	0.109288803	1990	0.32041151
Austria	1991	23	Male	0.218112245		0.133078231	1990	
Austria	1991	24	Female	0.499408284	0.615680473	0.093195266	1990	0.384319527
Austria	1991	24	Male	0.290439637		0.114584787	1990	
Austria	2001	12	Female			0.998913988	2000	
Austria	2001	12	Male			0.999396742	2000	
Austria	2001	13	Female			0.999337017	2000	
Austria	2001	13	Male			0.997311828	2000	
Austria	2001	14	Female			0.997155361	2000	
Austria	2001	14	Male			0.998729621	2000	
Austria	2001	15	Female			0.916060806	2000	
Austria	2001	15	Male	0.000413052		0.866171004	2000	
Austria	2001	16	Female	0.003223034	0.997636442	0.702406532	2000	0.002363558
Austria	2001	16	Male	0.00061212		0.543562538	2000	
Austria	2001	17	Female	0.013036165	0.986122792	0.615853659	2000	0.013877208
Austria	2001	17	Male	0.000628931		0.440251572	2000	
Austria	2001	18	Female	0.040939318	0.969035744	0.524106401	2000	0.030964256
Austria	2001	18	Male	0.008709743		0.36905003	2000	
Austria	2001	19	Female	0.086439653	0.949022768	0.425549063	2000	0.050977232
Austria	2001	19	Male	0.02		0.277425743	2000	
Austria	2001	20	Female	0.142410993	0.915469498	0.326670831	2000	0.084530502
Austria	2001	20	Male	0.044565437		0.213954426	2000	
Austria	2001	21	Female	0.215291751	0.866085401	0.268052761	2000	0.133914599
Austria	2001	21	Male	0.085696282		0.20520899	2000	
Austria	2001	22	Female	0.259754257	0.819142056	0.231084285	2000	0.180857944
Austria	2001	22	Male	0.128886144		0.198476426	2000	
Austria	2001	23	Female	0.332246849	0.775749674	0.194480661	2000	0.224250326
Austria	2001	23	Male	0.172241529		0.180278019	2000	
Austria	2001	24	Female	0.410021322	0.719402985	0.159061834	2000	0.280597015
Austria	2001	24	Male	0.226469977		0.172449616	2000	
Azerbaijan	2006	15	Male	0.069948993			2000	
Azerbaijan	2006	16	Male	0.001520701			2000	
Azerbaijan	2006	17	Male	0.010727651			2000	
Azerbaijan	2006	18	Male	0.007939394			2000	
Azerbaijan	2006	19	Male	0.04769803			2000	
Azerbaijan	2006	20	Male	0.036471281			2000	
Azerbaijan	2006	21	Male	0.076293617			2000	
Azerbaijan	2006	22	Male	0.136863544			2000	
Azerbaijan	2006	23	Male	0.226458091			2000	
Azerbaijan	2006	24	Male	0.328934034			2000	
Bangladesh	1993	12	Female		0.322354854	0.681626196	1990	0.677645146
Bangladesh	1993	12	Male	0.004059716		0.669508306	1990	
Bangladesh	1993	13	Female		0.688091782	0.639665049	1990	0.311908218
Bangladesh	1993	13	Male	0.004863338		0.660248758	1990	
Bangladesh	1993	14	Female		0.822214255	0.506524909	1990	0.177785745
Bangladesh	1993	14	Male	0.013974988		0.568860038	1990	
Bangladesh	1993	15	Female		0.667375723	0.398218709	1990	0.332624277
Bangladesh	1993	15	Male	0.008357583		0.46535249	1990	
Bangladesh	1993	16	Female		0.538718837	0.365625867	1990	0.461281163
Bangladesh	1993	16	Male	0.021949367		0.465664635	1990	
Bangladesh	1993	17	Female		0.383978135	0.317836256	1990	0.616021865
Bangladesh	1993	17	Male	0.030830119		0.440552742	1990	
Bangladesh	1993	18	Female		0.330009299	0.26674679	1990	0.669990701
Bangladesh	1993	18	Male	0.049591553		0.34926493	1990	
Bangladesh	1993	19	Female		0.241632816	0.20589494	1990	0.758367184
Bangladesh	1993	19	Male	0.064343235		0.325655568	1990	
Bangladesh	1993	20	Female		0.165787232	0.192855254	1990	0.834212768
Bangladesh	1993	20	Male	0.162064262		0.286069923	1990	
Bangladesh	1993	21	Female		0.083825145	0.154732551	1990	0.916174855
Bangladesh	1993	21	Male	0.215255752		0.279163913	1990	
Bangladesh	1993	22	Female		0.137942794	0.143665339	1990	0.862057206
Bangladesh	1993	22	Male	0.260185826		0.224766238	1990	
Bangladesh	1993	23	Female		0.097348207	0.099368896	1990	0.902651793
Bangladesh	1993	23	Male	0.359611221		0.192805479	1990	
Bangladesh	1993	24	Female		0.071050668	0.083876058	1990	0.928949332
Bangladesh	1993	24	Male	0.375409968		0.160910671	1990	
Bangladesh	1996	12	Female		0.40690818	0.717443786	1990	0.59309182
Bangladesh	1996	13	Female		0.788792602	0.681450465	1990	0.211207398
Bangladesh	1996	14	Female		0.668519947	0.56669989	1990	0.331480053
Bangladesh	1996	15	Female		0.615256221	0.464338651	1990	0.384743779
Bangladesh	1996	16	Female		0.412253708	0.390523682	1990	0.587746292
Bangladesh	1996	17	Female		0.362945264	0.359133247	1990	0.637054736
Bangladesh	1996	18	Female		0.275279691	0.286247558	1990	0.724720309
Bangladesh	1996	19	Female		0.225852848	0.265142355	1990	0.774147152
Bangladesh	1996	20	Female		0.217019883	0.201053919	1990	0.782980117
Bangladesh	1996	21	Female		0.10352347	0.170309555	1990	0.89647653
Bangladesh	1996	22	Female		0.0892784	0.135640513	1990	0.9107216
Bangladesh	1996	23	Female		0.093619627	0.122673071	1990	0.906380373
Bangladesh	1996	24	Female		0.114022306	0.131006353	1990	0.885977694
Bangladesh	1999	12	Female		0.535582585	0.743235147	2000	0.464417415
Bangladesh	1999	12	Male	0.001747324		0.710918728	2000	
Bangladesh	1999	13	Female		0.847868401	0.701734399	2000	0.152131599
Bangladesh	1999	13	Male	0.001096463		0.677622382	2000	
Bangladesh	1999	14	Female		0.783438281	0.593105942	2000	0.216561719
Bangladesh	1999	14	Male	0.002419019		0.602977978	2000	
Bangladesh	1999	15	Female		0.617076056	0.488969093	2000	0.382923944
Bangladesh	1999	15	Male	0.006493192		0.506005115	2000	
Bangladesh	1999	16	Female		0.471943759	0.435435896	2000	0.528056241
Bangladesh	1999	16	Male	0.016394345		0.522307273	2000	
Bangladesh	1999	17	Female		0.392354237	0.341824792	2000	0.607645763
Bangladesh	1999	17	Male	0.027937171		0.409012956	2000	
Bangladesh	1999	18	Female		0.300751978	0.310508224	2000	0.699248022
Bangladesh	1999	18	Male	0.044260397		0.384967842	2000	
Bangladesh	1999	19	Female		0.245832473	0.282407279	2000	0.754167527
Bangladesh	1999	19	Male	0.102337996		0.404970403	2000	
Bangladesh	1999	20	Female		0.163603397	0.221004194	2000	0.836396603
Bangladesh	1999	20	Male	0.182406367		0.273919158	2000	
Bangladesh	1999	21	Female		0.14445564	0.237464343	2000	0.85554436
Bangladesh	1999	21	Male	0.193733924		0.345159407	2000	
Bangladesh	1999	22	Female		0.100643204	0.160894041	2000	0.899356796
Bangladesh	1999	22	Male	0.299670751		0.228432051	2000	
Bangladesh	1999	23	Female		0.074161208	0.137627846	2000	0.925838792
Bangladesh	1999	23	Male	0.348668301		0.24511234	2000	
Bangladesh	1999	24	Female		0.068294173	0.150988039	2000	0.931705827
Bangladesh	1999	24	Male	0.319389407		0.257221511	2000	
Bangladesh	2004	12	Male	0.001650913		0.722120882	2000	
Bangladesh	2004	13	Female			0.696655485	2000	
Bangladesh	2004	13	Male	0.002043948		0.664037514	2000	
Bangladesh	2004	14	Female		0.929063419	0.573330937	2000	0.070936581
Bangladesh	2004	14	Male	0.000302654		0.559252326	2000	
Bangladesh	2004	15	Female		0.726409697	0.46604706	2000	0.273590303
Bangladesh	2004	15	Male	0.004956576		0.457063432	2000	
Bangladesh	2004	16	Female		0.546038553	0.375054045	2000	0.453961447
Bangladesh	2004	16	Male	0.016520484		0.372325691	2000	
Bangladesh	2004	17	Female		0.425938482	0.294568863	2000	0.574061518
Bangladesh	2004	17	Male	0.020519004		0.366507674	2000	
Bangladesh	2004	18	Female		0.38994649	0.253309769	2000	0.61005351
Bangladesh	2004	18	Male	0.062848476		0.291449925	2000	
Bangladesh	2004	19	Female		0.241164156	0.20100086	2000	0.758835844
Bangladesh	2004	19	Male	0.075732831		0.276455039	2000	
Bangladesh	2004	20	Female		0.192549496	0.166193622	2000	0.807450504
Bangladesh	2004	20	Male	0.182236079		0.223246302	2000	
Bangladesh	2004	21	Female		0.1201808	0.126040719	2000	0.8798192
Bangladesh	2004	21	Male	0.229737798		0.211184482	2000	
Bangladesh	2004	22	Female		0.111293029	0.106627554	2000	0.888706971
Bangladesh	2004	22	Male	0.338589634		0.161395313	2000	
Bangladesh	2004	23	Female		0.07715341	0.117225926	2000	0.92284659
Bangladesh	2004	23	Male	0.368512271		0.185544957	2000	
Bangladesh	2004	24	Female		0.042271077	0.091977961	2000	0.957728923
Bangladesh	2004	24	Male	0.423489003		0.158287831	2000	
Bangladesh	2007	12	Male	0.002397117		0.795194286	2000	
Bangladesh	2007	13	Male	0.003139898		0.763907881	2000	
Bangladesh	2007	14	Male	0.001902724		0.64799867	2000	
Bangladesh	2007	15	Female		0.70640917	0.545263879	2000	0.29359083
Bangladesh	2007	15	Male	0.000513688		0.562595441	2000	
Bangladesh	2007	16	Female		0.569788317	0.446096507	2000	0.430211683
Bangladesh	2007	16	Male			0.484881766	2000	
Bangladesh	2007	17	Female		0.509312077	0.362697838	2000	0.490687923
Bangladesh	2007	17	Male	0.013567334		0.435015932	2000	
Bangladesh	2007	18	Female		0.394899844	0.253788725	2000	0.605100156
Bangladesh	2007	18	Male	0.047403112		0.31041253	2000	
Bangladesh	2007	19	Female		0.289605044	0.225576744	2000	0.710394956
Bangladesh	2007	19	Male	0.099954179		0.318975048	2000	
Bangladesh	2007	20	Female		0.219429406	0.157801336	2000	0.780570594
Bangladesh	2007	20	Male	0.175208071		0.214860745	2000	
Bangladesh	2007	21	Female		0.142321883	0.169782434	2000	0.857678117
Bangladesh	2007	21	Male	0.228304364		0.259996284	2000	
Bangladesh	2007	22	Female		0.120422122	0.141834856	2000	0.879577878
Bangladesh	2007	22	Male	0.338923758		0.205342144	2000	
Bangladesh	2007	23	Female		0.094560308	0.10915089	2000	0.905439692
Bangladesh	2007	23	Male	0.419387466		0.157868566	2000	
Bangladesh	2007	24	Female		0.080361675	0.112493155	2000	0.919638325
Bangladesh	2007	24	Male	0.474442285		0.159231951	2000	
Belarus	1999	12	Female			0.997470489	2000	
Belarus	1999	12	Male			0.998263487	2000	
Belarus	1999	13	Female			0.996166687	2000	
Belarus	1999	13	Male			0.99790795	2000	
Belarus	1999	14	Female	0.000123168		0.995319621	2000	
Belarus	1999	14	Male			0.995523091	2000	
Belarus	1999	15	Female	0.002169459	0.998192118	0.979390141	2000	0.001807882
Belarus	1999	15	Male	0.000927967		0.97610486	2000	
Belarus	1999	16	Female	0.009397528	0.994075982	0.949407827	2000	0.005924018
Belarus	1999	16	Male	0.001504702		0.940940439	2000	
Belarus	1999	17	Female	0.028154327	0.982012513	0.861965589	2000	0.017987487
Belarus	1999	17	Male	0.00302267		0.843073048	2000	
Belarus	1999	18	Female	0.091215306	0.946637919	0.706817569	2000	0.053362081
Belarus	1999	18	Male	0.018275918		0.750929969	2000	
Belarus	1999	19	Female	0.195007585	0.87862069	0.514135981	2000	0.12137931
Belarus	1999	19	Male	0.046935395		0.488864348	2000	
Belarus	1999	20	Female	0.328618968	0.792926491	0.393788131	2000	0.207073509
Belarus	1999	20	Male	0.093234971		0.315335112	2000	
Belarus	1999	21	Female	0.465034473	0.671028563	0.305614183	2000	0.328971437
Belarus	1999	21	Male	0.190311938		0.25374925	2000	
Belarus	1999	22	Female	0.569957082	0.559959931	0.196995708	2000	0.440040069
Belarus	1999	22	Male	0.321256765		0.160102225	2000	
Belarus	1999	23	Female	0.662766891	0.458095656	0.13147119	2000	0.541904344
Belarus	1999	23	Male	0.428529498		0.111388318	2000	
Belarus	1999	24	Female	0.741700057	0.371743487	0.104178592	2000	0.628256513
Belarus	1999	24	Male	0.535157444		0.089269337	2000	
Benin	1996	15	Female	0.033189801	0.992044322	0.37354097	1990	0.007955678
Benin	1996	16	Female	0.100598334	0.961265066	0.332287776	1990	0.038734934
Benin	1996	17	Female	0.269963214	0.828235702	0.283036404	1990	0.171764298
Benin	1996	18	Female	0.468874294	0.714731344	0.160080352	1990	0.285268656
Benin	1996	19	Female	0.609231526	0.490388194	0.173549984	1990	0.509611806
Benin	1996	20	Female	0.656453954	0.444537216	0.096004535	1990	0.555462784
Benin	1996	21	Female	0.782139704	0.289430979	0.096669876	1990	0.710569021
Benin	1996	22	Female	0.83877119	0.246079008	0.06127201	1990	0.753920992
Benin	1996	23	Female	0.876354024	0.178799133	0.055239774	1990	0.821200867
Benin	1996	24	Female	0.871316802	0.14236805	0.060928962	1990	0.85763195
Benin	2006	12	Male	0.002374355		0.734241015	2000	
Benin	2006	13	Male	0.003301228		0.730261993	2000	
Benin	2006	14	Male	0.004756317		0.737482238	2000	
Benin	2006	15	Female	0.057923871	0.964099787	0.577903848	2000	0.035900213
Benin	2006	15	Male	0.001419536		0.625011304	2000	
Benin	2006	16	Female	0.076910874	0.94595742	0.601734047	2000	0.05404258
Benin	2006	16	Male	0.004877264		0.683992398	2000	
Benin	2006	17	Female	0.206085433	0.840011641	0.513340732	2000	0.159988359
Benin	2006	17	Male	0.015712727		0.610612877	2000	
Benin	2006	18	Female	0.376195187	0.712602103	0.409471371	2000	0.287397897
Benin	2006	18	Male	0.025482389		0.538098137	2000	
Benin	2006	19	Female	0.433346043	0.630459365	0.442506151	2000	0.369540635
Benin	2006	19	Male	0.032002635		0.587050658	2000	
Benin	2006	20	Female	0.691552281	0.384749629	0.249100555	2000	0.615250371
Benin	2006	20	Male	0.106810288		0.422643644	2000	
Benin	2006	21	Female	0.553623951	0.480076062	0.319066953	2000	0.519923938
Benin	2006	21	Male	0.110432149		0.439658125	2000	
Benin	2006	22	Female	0.755829315	0.29479961	0.209142205	2000	0.70520039
