country	year	age	sex	prop_childless_att	prop_childless
Bangladesh	1999	12	Female	0.524945834	0.535582585
Bangladesh	1999	13	Female	0.478100546	0.847868401
Bangladesh	1999	14	Female	0.676861587	0.783438281
Bangladesh	1999	15	Female	0.876629914	0.617076056
Bangladesh	1999	16	Female	0.804063825	0.471943759
Bangladesh	1999	17	Female	0.836571852	0.392354237
Bangladesh	1999	18	Female	0.865896112	0.300751978
Bangladesh	1999	19	Female	0.79437338	0.245832473
Bangladesh	1999	20	Female	0.651542713	0.163603397
Bangladesh	1999	21	Female	0.396770432	0.14445564
Bangladesh	1999	22	Female	0.239044003	0.100643204
Bangladesh	1999	23	Female	0.481854844	0.074161208
Bangladesh	1999	24	Female	0.287193823	0.068294173
Bangladesh	2004	13	Female		
Bangladesh	2004	14	Female		0.929063419
Bangladesh	2004	15	Female	0.694585363	0.726409697
Bangladesh	2004	16	Female		0.546038553
Bangladesh	2004	17	Female		0.425938482
Bangladesh	2004	18	Female		0.38994649
Bangladesh	2004	19	Female	0.650098782	0.241164156
Bangladesh	2004	20	Female	0.592117673	0.192549496
Bangladesh	2004	21	Female	0.473587959	0.1201808
Bangladesh	2004	22	Female	0.747269488	0.111293029
Bangladesh	2004	23	Female	0.690098794	0.07715341
Bangladesh	2004	24	Female	0.337719761	0.042271077
Bangladesh	2007	15	Female		0.70640917
Bangladesh	2007	16	Female		0.569788317
Bangladesh	2007	17	Female		0.509312077
Bangladesh	2007	18	Female	0.83163593	0.394899844
Bangladesh	2007	19	Female	0.810085091	0.289605044
Bangladesh	2007	20	Female	0.620048525	0.219429406
Bangladesh	2007	21	Female	0.289954201	0.142321883
Bangladesh	2007	22	Female	0.451736394	0.120422122
Bangladesh	2007	23	Female	0.494990102	0.094560308
Bangladesh	2007	24	Female	0.369213656	0.080361675
Belarus	1999	12	Female		
Belarus	1999	14	Female		
					
Belarus	1999	15	Female	0.999261629	0.998192118
					
Belarus	1999	16	Female	0.997829626	0.994075982
					
Belarus	1999	17	Female	0.992590352	0.982012513
					
Belarus	1999	18	Female	0.983034693	0.946637919
Belarus	1999	19	Female	0.951180258	0.87862069
Belarus	1999	20	Female	0.919366197	0.792926491
Belarus	1999	21	Female	0.864640884	0.671028563
					
Belarus	1999	22	Female	0.770515614	0.559959931
Belarus	1999	23	Female	0.672605791	0.458095656
Belarus	1999	24	Female	0.586538462	0.371743487
Benin	1996	15	Female		0.992044322
Benin	1996	16	Female		0.961265066
Benin	1996	17	Female		0.828235702
Benin	1996	18	Female		0.714731344
Benin	1996	19	Female		0.490388194
Benin	1996	20	Female		0.444537216
Benin	1996	21	Female		0.289430979
Benin	1996	22	Female	0.695285446	0.246079008
Benin	1996	23	Female	0.242266859	0.178799133
Benin	1996	24	Female	0.639678214	0.14236805
Benin	2006	15	Female	0.996890119	0.964099787
Benin	2006	16	Female	0.979762307	0.94595742
Benin	2006	17	Female	0.975468082	0.840011641
Benin	2006	18	Female	0.971493201	0.712602103
Benin	2006	19	Female	0.924764703	0.630459365
Benin	2006	20	Female	0.92100273	0.384749629
Benin	2006	21	Female	0.922090723	0.480076062
Benin	2006	22	Female	0.902151597	0.29479961
Benin	2006	23	Female	0.729759095	0.247019
Benin	2006	24	Female	0.8938658	0.206288432
Bolivia	1976	12	Female		0.999663922
Bolivia	1976	13	Female		0.998394219
Bolivia	1976	14	Female	0.999316005	0.995819232
Bolivia	1976	15	Female	0.997466216	0.984836852
Bolivia	1976	16	Female	0.995258416	0.959164647
Bolivia	1976	17	Female	0.989156627	0.891025641
Bolivia	1976	18	Female	0.964899178	0.800953079
Bolivia	1976	19	Female	0.945399393	0.681578947
Bolivia	1976	20	Female	0.921832884	0.57765512
Bolivia	1976	21	Female	0.891525424	0.486899563
Bolivia	1976	22	Female	0.806034483	0.410559854
Bolivia	1976	23	Female	0.793548387	0.34815756
Bolivia	1976	24	Female	0.734299517	0.299131807
Bolivia	1992	12	Female	0.99833661	0.996563082
Bolivia	1992	13	Female	0.99829932	0.994674455
Bolivia	1992	14	Female	0.997415464	0.991643454
Bolivia	1992	15	Female	0.993132205	0.978562922
Bolivia	1992	16	Female	0.984804208	0.931251355
Bolivia	1992	17	Female	0.968392737	0.867676996
Bolivia	1992	18	Female	0.927938808	0.728714162
Bolivia	1992	19	Female	0.861111111	0.60439826
Bolivia	1992	20	Female	0.845890411	0.457302646
Bolivia	1992	21	Female	0.793075684	0.413346614
Bolivia	1992	22	Female	0.723366159	0.304106328
Bolivia	1992	23	Female	0.658810325	0.25701459
Bolivia	1992	24	Female	0.581081081	0.205957054
Bolivia	1994	12	Female	0.460644442	0.391631951
Bolivia	1994	13	Female	0.49592748	0.537171278
Bolivia	1994	14	Female	0.704503935	0.603497809
Bolivia	1994	15	Female	0.983298573	0.970268287
Bolivia	1994	16	Female	0.979445134	0.938241914
Bolivia	1994	17	Female	0.961279138	0.876063634
Bolivia	1994	18	Female	0.96338306	0.752058838
Bolivia	1994	19	Female	0.89498244	0.61983897
Bolivia	1994	20	Female	0.889716712	0.573493003
Bolivia	1994	21	Female	0.867693457	0.494009424
Bolivia	1994	22	Female	0.778266044	0.365743074
Bolivia	1994	23	Female	0.708114923	0.334953346
Bolivia	1994	24	Female	0.747033553	0.253945116
Bolivia	1998	12	Female	0.672995487	0.672995487
Bolivia	1998	13	Female	0.293389242	0.282649646
Bolivia	1998	14	Female	0.488103943	0.488103943
Bolivia	1998	15	Female	0.985222029	0.968159339
Bolivia	1998	16	Female	0.987953901	0.962042647
Bolivia	1998	17	Female	0.975732178	0.893418994
Bolivia	1998	18	Female	0.939927045	0.775734066
Bolivia	1998	19	Female	0.911791567	0.724846317
Bolivia	1998	20	Female	0.897792551	0.594729029
Bolivia	1998	21	Female	0.815924488	0.506078756
Bolivia	1998	22	Female	0.819559847	0.409483974
Bolivia	1998	23	Female	0.740595309	0.385281903
Bolivia	1998	24	Female	0.622169745	0.268986551
Bolivia	2001	15	Female	0.992922374	0.964658774
Bolivia	2001	16	Female	0.980261593	0.919572368
Bolivia	2001	17	Female	0.951890034	0.836206897
Bolivia	2001	18	Female	0.874248729	0.728234943
Bolivia	2001	19	Female	0.760831889	0.634573977
Bolivia	2001	20	Female	0.580445545	0.525299876
Bolivia	2001	21	Female	0.402802102	0.463010568
Bolivia	2001	22	Female	0.317351598	0.392050329
Bolivia	2001	23	Female	0.243559719	0.337990778
Bolivia	2001	24	Female	0.179220779	0.28612629
Bolivia	2003	15	Female	0.994613473	0.973010248
Bolivia	2003	16	Female	0.998090871	0.948067296
Bolivia	2003	17	Female	0.954766252	0.887837887
Bolivia	2003	18	Female	0.934235227	0.782914791
Bolivia	2003	19	Female	0.907788199	0.705869775
Bolivia	2003	20	Female	0.843550722	0.606717863
Bolivia	2003	21	Female	0.767863176	0.448945826
Bolivia	2003	22	Female	0.82428279	0.389916176
Bolivia	2003	23	Female	0.776678302	0.355555141
Bolivia	2003	24	Female	0.770311914	0.273020106
Bolivia	2008	15	Female	0.987557905	0.966753115
Bolivia	2008	16	Female	0.985569051	0.947064256
Bolivia	2008	17	Female	0.962416767	0.856773801
Bolivia	2008	18	Female	0.935081137	0.785477718
Bolivia	2008	19	Female	0.907520077	0.69640982
Bolivia	2008	20	Female	0.880594435	0.607280969
Bolivia	2008	21	Female	0.828082563	0.500392757
Bolivia	2008	22	Female	0.818125928	0.394630383
Bolivia	2008	23	Female	0.681017632	0.354275599
Bolivia	2008	24	Female	0.779032174	0.349897088
Brazil	1960	12	Female		0.999924418
Brazil	1960	13	Female		0.999883944
Brazil	1960	14	Female		0.998911348
Brazil	1960	15	Female		0.995519792
Brazil	1960	16	Female	0.99904489	0.978922092
Brazil	1960	17	Female	0.997556641	0.942136499
Brazil	1960	18	Female	0.995788883	0.872638169
Brazil	1960	19	Female	0.991758242	0.784478277
Brazil	1960	20	Female	0.986956522	0.671318971
Brazil	1960	21	Female	0.97854954	0.600448353
Brazil	1960	22	Female	0.958587089	0.518631622
Brazil	1960	23	Female	0.92481203	0.441795597
Brazil	1960	24	Female	0.897959184	0.389868684
Brazil	1970	12	Female	0.987915408	0.890427453
Brazil	1970	13	Female	0.985169492	0.916314625
Brazil	1970	14	Female	0.987954186	0.949135471
Brazil	1970	15	Female	0.999576574	0.990848267
Brazil	1970	16	Female	0.998553345	0.973005106
Brazil	1970	17	Female	0.996338036	0.936011491
Brazil	1970	18	Female	0.992527862	0.88005432
Brazil	1970	19	Female	0.986411338	0.806207011
Brazil	1970	20	Female	0.976458495	0.715194706
Brazil	1970	21	Female	0.956529051	0.618288479
Brazil	1970	22	Female	0.9336763	0.534385863
Brazil	1970	23	Female	0.903586368	0.452511731
Brazil	1970	24	Female	0.855451128	0.397996403
Brazil	1980	15	Female	0.998001742	0.984500752
Brazil	1980	16	Female	0.994454713	0.960376136
Brazil	1980	17	Female	0.988567287	0.913518905
Brazil	1980	18	Female	0.97657856	0.848069289
Brazil	1980	19	Female	0.960827279	0.768097298
Brazil	1980	20	Female	0.939036141	0.678540574
Brazil	1980	21	Female	0.915977769	0.6024322
Brazil	1980	22	Female	0.883207764	0.520256136
Brazil	1980	23	Female	0.850604911	0.460031422
Brazil	1980	24	Female	0.794851369	0.399603331
Brazil	1991	12	Female	0.999847207	0.998710903
Brazil	1991	13	Female		0.148223749
Brazil	1991	13	Female	0.999856715	0.148223749
Brazil	1991	13	Female		0.997553028
Brazil	1991	13	Female	0.999856715	0.997553028
Brazil	1991	14	Female	0.279621259	0.475926368
Brazil	1991	14	Female	0.999028824	0.475926368
Brazil	1991	14	Female	0.279621259	0.991380002
Brazil	1991	14	Female	0.999028824	0.991380002
Brazil	1991	15	Female	0.996926483	0.984849837
Brazil	1991	15	Female	0.997128878	0.984849837
Brazil	1991	15	Female	0.996926483	0.975411096
Brazil	1991	15	Female	0.997128878	0.975411096
Brazil	1991	16	Female	0.994752973	0.940281321
Brazil	1991	16	Female	0.992044632	0.940281321
Brazil	1991	16	Female	0.994752973	0.942314344
Brazil	1991	16	Female	0.992044632	0.942314344
Brazil	1991	17	Female	0.98943425	0.886396836
Brazil	1991	17	Female	0.983670968	0.886396836
Brazil	1991	17	Female	0.98943425	0.88646225
Brazil	1991	17	Female	0.983670968	0.88646225
Brazil	1991	18	Female	0.982527823	0.827997433
Brazil	1991	18	Female	0.967953567	0.827997433
Brazil	1991	18	Female	0.982527823	0.814142689
Brazil	1991	18	Female	0.967953567	0.814142689
Brazil	1991	19	Female	0.900328455	0.746354823
Brazil	1991	19	Female	0.950870021	0.746354823
Brazil	1991	19	Female	0.900328455	0.741477969
Brazil	1991	19	Female	0.950870021	0.741477969
Brazil	1991	20	Female	0.870060784	0.67497394
Brazil	1991	20	Female	0.925396433	0.67497394
Brazil	1991	20	Female	0.870060784	0.661687092
Brazil	1991	20	Female	0.925396433	0.661687092
Brazil	1991	21	Female	0.901075474	0.597586568
Brazil	1991	21	Female	0.866222262	0.597586568
Brazil	1991	21	Female	0.901075474	0.590389727
Brazil	1991	21	Female	0.866222262	0.590389727
Brazil	1991	22	Female	0.853613593	0.521998288
Brazil	1991	22	Female	0.90762796	0.521998288
Brazil	1991	22	Female	0.853613593	0.513199528
Brazil	1991	22	Female	0.90762796	0.513199528
Brazil	1991	23	Female	0.81597668	0.402764397
Brazil	1991	23	Female	0.791782571	0.402764397
Brazil	1991	23	Female	0.81597668	0.456829121
Brazil	1991	23	Female	0.791782571	0.456829121
Brazil	1991	24	Female	0.757770349	0.325238345
Brazil	1991	24	Female	0.589978262	0.325238345
Brazil	1991	24	Female	0.757770349	0.403911774
Brazil	1991	24	Female	0.589978262	0.403911774
Brazil	1996	15	Female	0.992305066	0.972880172
Brazil	1996	16	Female	0.975290646	0.919134064
Brazil	1996	17	Female	0.949910379	0.852074978
Brazil	1996	18	Female	0.939539485	0.779932375
Brazil	1996	19	Female	0.899754621	0.696680809
Brazil	1996	20	Female	0.864069225	0.6426778
Brazil	1996	21	Female	0.7628676	0.573956978
Brazil	1996	22	Female	0.87659164	0.476220817
Brazil	1996	23	Female	0.722332111	0.415102732
Brazil	1996	24	Female	0.572231862	0.410063296
Brazil	2000	12	Female	0.999491478	0.997843268
Brazil	2000	13	Female	0.999347404	0.996568085
Brazil	2000	14	Female	0.997215631	0.989037004
Brazil	2000	15	Female	0.990438423	0.966607961
Brazil	2000	16	Female	0.977264632	0.92349814
Brazil	2000	17	Female	0.955029035	0.861698227
Brazil	2000	18	Female	0.923103861	0.791241685
Brazil	2000	19	Female	0.891622332	0.718697389
Brazil	2000	20	Female	0.851473467	0.642650088
Brazil	2000	21	Female	0.812335325	0.577545093
Brazil	2000	22	Female	0.768120744	0.518733789
Brazil	2000	23	Female	0.707148662	0.461845092
Brazil	2000	24	Female	0.654853459	0.416300917
Burkina Faso	1993	15	Female		0.988828615
Burkina Faso	1993	16	Female	0.987201172	0.936606417
Burkina Faso	1993	17	Female		0.812836855
Burkina Faso	1993	18	Female	0.946309241	0.576068358
Burkina Faso	1993	19	Female	0.891963605	0.385262929
Burkina Faso	1993	20	Female		0.26952708
Burkina Faso	1993	21	Female	0.899129391	0.184429777
Burkina Faso	1993	22	Female	0.589599999	0.142493007
Burkina Faso	1993	23	Female	0.932752927	0.081824844
Burkina Faso	1993	24	Female	0.632032856	0.102215191
Burkina Faso	1998	15	Female		0.975218173
Burkina Faso	1998	16	Female		0.942924064
Burkina Faso	1998	17	Female		0.865050013
Burkina Faso	1998	18	Female	0.970709958	0.634745493
Burkina Faso	1998	19	Female	0.807851049	0.457735254
Burkina Faso	1998	20	Female	0.829790237	0.272868214
Burkina Faso	1998	21	Female	0.809565166	0.177652059
Burkina Faso	1998	22	Female	0.708100275	0.120622408
Burkina Faso	1998	23	Female		0.078389191
Burkina Faso	1998	24	Female	0.626051704	0.088009307
Burkina Faso	2003	15	Female		0.998595184
Burkina Faso	2003	16	Female		0.968057185
Burkina Faso	2003	17	Female	0.98656754	0.863727378
Burkina Faso	2003	18	Female		0.722666961
Burkina Faso	2003	19	Female	0.973208111	0.518982341
Burkina Faso	2003	20	Female	0.922314307	0.354235384
Burkina Faso	2003	21	Female		0.288625128
Burkina Faso	2003	22	Female	0.973445052	0.186652581
Burkina Faso	2003	23	Female	0.954462564	0.110348652
Burkina Faso	2003	24	Female	0.893482936	0.138849906
CAR	1994	15	Female		0.920452222
CAR	1994	16	Female	0.956476955	0.87018932
CAR	1994	17	Female	0.884211485	0.718937706
CAR	1994	18	Female	0.808624059	0.546632695
CAR	1994	19	Female	0.825102157	0.390683807
CAR	1994	20	Female	0.645332937	0.354703849
CAR	1994	21	Female	0.555804592	0.259784853
CAR	1994	22	Female	0.480607229	0.166016542
CAR	1994	23	Female	0.5	0.173971866
CAR	1994	24	Female	0.153220499	0.152146514
Cambodia	1998	15	Female	0.992715618	0.987793627
Cambodia	1998	16	Female	0.991240876	0.980740641
Cambodia	1998	17	Female	0.98505471	0.954406662
Cambodia	1998	18	Female	0.976677431	0.906469997
Cambodia	1998	19	Female	0.946252839	0.825036603
Cambodia	1998	20	Female	0.857575758	0.693118817
Cambodia	1998	21	Female	0.783018868	0.577957384
Cambodia	1998	22	Female	0.749303621	0.50926053
Cambodia	1998	23	Female	0.637724551	0.418540035
Cambodia	1998	24	Female	0.586206897	0.344622773
Cambodia	2000	15	Female		0.998464886
Cambodia	2000	16	Female		0.99061928
Cambodia	2000	17	Female		0.973479387
Cambodia	2000	18	Female		0.919432665
Cambodia	2000	19	Female		0.845080871
Cambodia	2000	20	Female	0.956437866	0.744215621
Cambodia	2000	21	Female		0.602488905
Cambodia	2000	22	Female		0.547677529
Cambodia	2000	23	Female	0.358012144	0.41114657
Cambodia	2000	24	Female	0.749196531	0.386345813
Cameroon	1991	12	Female	0.369612076	0.325218227
Cameroon	1991	13	Female	0.322161291	0.315025914
Cameroon	1991	14	Female	0.399194987	0.364729287
Cameroon	1991	15	Female	0.415495537	0.309695682
Cameroon	1991	16	Female	0.45660516	0.360059084
Cameroon	1991	17	Female	0.474089221	0.311498114
Cameroon	1991	18	Female	0.373148336	0.259385077
Cameroon	1991	19	Female	0.375550553	0.228981262
Cameroon	1991	20	Female	0.35723056	0.215503016
Cameroon	1991	21	Female	0.350557217	0.222488312
Cameroon	1991	22	Female	0.32667458	0.1759225
Cameroon	1991	23	Female	0.288285411	0.16747336
Cameroon	1991	24	Female	0.348328729	0.166626106
Cameroon	1998	12	Female	0.441122072	0.416350908
Cameroon	1998	13	Female	0.38387379	0.355148154
Cameroon	1998	14	Female	0.471664194	0.445958751
Cameroon	1998	15	Female	0.482013853	0.433773616
Cameroon	1998	16	Female	0.481413871	0.439213151
Cameroon	1998	17	Female	0.485380007	0.374695839
Cameroon	1998	18	Female	0.560825849	0.351870921
Cameroon	1998	19	Female	0.506969139	0.326550845
Cameroon	1998	20	Female	0.518169007	0.219476339
Cameroon	1998	21	Female	0.394841285	0.222008967
Cameroon	1998	22	Female	0.505234702	0.219171768
Cameroon	1998	23	Female	0.532598151	0.239173372
Cameroon	1998	24	Female	0.453598053	0.230224365
Cameroon	2004	15	Female	0.995885533	0.968891133
Cameroon	2004	16	Female	0.976260508	0.897429871
Cameroon	2004	17	Female	0.959431401	0.799606676
Cameroon	2004	18	Female	0.931827447	0.654748488
Cameroon	2004	19	Female	0.859629248	0.535263785
Cameroon	2004	20	Female	0.932210647	0.376316419
Cameroon	2004	21	Female	0.904706672	0.370280913
Cameroon	2004	22	Female	0.870404726	0.281883267
Cameroon	2004	23	Female	0.804336702	0.220967479
Cameroon	2004	24	Female	0.875380813	0.232262506
Chad	1996	12	Female	0.3982322	0.362565431
Chad	1996	13	Female	0.341879367	0.336145623
Chad	1996	14	Female	0.386386033	0.372871941
Chad	1996	15	Female	0.493284412	0.402060603
Chad	1996	16	Female	0.378862394	0.322176577
Chad	1996	17	Female	0.345836895	0.25023249
Chad	1996	18	Female	0.371547595	0.226707067
Chad	1996	19	Female	0.297671468	0.177689722
Chad	1996	20	Female	0.283005394	0.147966044
Chad	1996	21	Female	0.35564502	0.160540645
Chad	1996	22	Female	0.264351242	0.135984992
Chad	1996	23	Female	0.271213426	0.149007754
Chad	1996	24	Female	0.385718339	0.131045293
Chad	2004	15	Female		0.97829895
Chad	2004	16	Female	0.93922297	0.829487886
Chad	2004	17	Female	0.91729403	0.680187989
Chad	2004	18	Female	0.792698569	0.497713227
Chad	2004	19	Female	0.795784722	0.382282564
Chad	2004	20	Female	0.704967173	0.252453091
Chad	2004	21	Female	0.657007442	0.188045606
Chad	2004	22	Female	0.61003277	0.153134196
Chad	2004	23	Female	0.400836144	0.149793563
Chad	2004	24	Female	0.339524079	0.064919752
Chile	1970	15	Female	0.881815587	0.825624561
Chile	1970	16	Female	0.88372093	0.805009673
Chile	1970	17	Female	0.876512307	0.768300514
Chile	1970	18	Female	0.851166329	0.712368169
Chile	1970	19	Female	0.828723404	0.648152591
Chile	1970	20	Female	0.516331096	0.367711989
					
Chile	1970	21	Female	0.491475603	0.335757891
					
Chile	1970	22	Female	0.461702128	0.297981651
Chile	1970	23	Female	0.400540054	0.25766637
					
Chile	1970	24	Female	0.385606874	0.231351208
					
Chile	1982	13	Female		
					
Chile	1982	15	Female	0.993248312	0.977019114
					
Chile	1982	16	Female	0.987238794	0.945224274
Chile	1982	17	Female	0.983635717	0.884870046
					
Chile	1982	18	Female	0.970316623	0.809063614
					
Chile	1982	19	Female	0.939957971	0.704809287
					
Chile	1982	20	Female	0.909925667	0.623218305
					
Chile	1982	21	Female	0.869675779	0.536879029
					
Chile	1982	22	Female	0.812447435	0.459872029
					
Chile	1982	23	Female	0.728380024	0.388606403
					
Chile	1982	24	Female	0.625615764	0.340007891
					
Chile	1992	14	Female	0.996806503	0.97108288
Chile	1992	15	Female	0.995665172	0.973495954
Chile	1992	16	Female	0.987793714	0.936481907
Chile	1992	17	Female	0.979851363	0.875697615
Chile	1992	18	Female	0.9682832	0.802230844
Chile	1992	19	Female	0.948673587	0.704658174
Chile	1992	20	Female	0.928911835	0.627255461
Chile	1992	21	Female	0.908346972	0.546578036
Chile	1992	22	Female	0.86547812	0.463886821
Chile	1992	23	Female	0.857314149	0.400592141
Chile	1992	24	Female	0.799325464	0.345161849
Chile	2002	15	Female	0.988101857	0.91466995
Chile	2002	16	Female	0.974825175	0.935575653
Chile	2002	17	Female	0.95166122	0.872754175
Chile	2002	18	Female	0.917378421	0.796380971
Chile	2002	19	Female	0.901495972	0.713997114
Chile	2002	20	Female	0.879359339	0.635634744
Chile	2002	21	Female	0.867595819	0.573159366
Chile	2002	22	Female	0.835895465	0.495224719
Chile	2002	23	Female	0.814995131	0.447137603
Chile	2002	24	Female	0.762228261	0.405538879
China	1982	15	Female	0.99994609	0.999818619
China	1982	16	Female	0.999857524	0.999003063
China	1982	17	Female	0.999827328	0.995894237
China	1982	18	Female		0.984529783
China	1982	19	Female	0.9996633	0.959683754
China	1982	20	Female	0.999476166	0.902221378
China	1982	21	Female		0.827845456
China	1982	22	Female		0.729496588
China	1982	23	Female	0.990291262	0.591654635
China	1982	24	Female	0.972762646	0.450833566
China	1990	15	Female	0.999598496	0.999067392
China	1990	16	Female	0.999600489	0.997923644
China	1990	17	Female	0.999420744	0.992733995
China	1990	18	Female	0.999200469	0.976409601
China	1990	19	Female	0.999449902	0.939848659
China	1990	20	Female	0.998779595	0.862468907
China	1990	21	Female	0.998000727	0.732708332
China	1990	22	Female	0.997352496	0.590482403
China	1990	23	Female	0.984799131	0.424129247
China	1990	24	Female	0.945895522	0.293160471
