country	year	age	sex	school	prop_union2	prop_child2	round	childless2
Argentina	1991	24	Female	0	0.660645714	0.603307304	1990	0.396692696
Argentina	1991	24	Female	1	0.262600448	0.185079742	1990	0.814920258
Argentina	1991	24	Male	0	0.460428144		1990	
Argentina	1991	24	Male	1	0.149416794		1990	
Argentina	2001	12	Female	0	0.01300578		2000	
Argentina	2001	12	Female	1	3.10203E-05		2000	
Argentina	2001	12	Male	0	0.003412969		2000	
Argentina	2001	12	Male	1	0.000332356		2000	
Argentina	2001	13	Female	0	0.024169184		2000	
Argentina	2001	13	Female	1	0.000284118		2000	
Argentina	2001	13	Male	0	0.00299222		2000	
Argentina	2001	13	Male	1	0.000216343		2000	
Argentina	2001	14	Female	0	0.091570389	0.085579803	2000	0.914420197
Argentina	2001	14	Female	1	0.018253061	0.023444898	2000	0.976555102
Argentina	2001	14	Male	0	0.037122208		2000	
Argentina	2001	14	Male	1	0.01714009		2000	
Argentina	2001	15	Female	0	0.142750745	0.137537239	2000	0.862462761
Argentina	2001	15	Female	1	0.017707752	0.022518126	2000	0.977481874
Argentina	2001	15	Male	0	0.032381682		2000	
Argentina	2001	15	Male	1	0.015014588		2000	
Argentina	2001	16	Female	0	0.221617947	0.237083617	2000	0.762916383
Argentina	2001	16	Female	1	0.021288252	0.028488691	2000	0.971511309
Argentina	2001	16	Male	0	0.036931818		2000	
Argentina	2001	16	Male	1	0.01515517		2000	
Argentina	2001	17	Female	0	0.286343612	0.32689816	2000	0.67310184
Argentina	2001	17	Female	1	0.030374533	0.041185808	2000	0.958814192
Argentina	2001	17	Male	0	0.054865754		2000	
Argentina	2001	17	Male	1	0.016929205		2000	
Argentina	2001	18	Female	0	0.302354709	0.351369405	2000	0.648630595
Argentina	2001	18	Female	1	0.040576413	0.057045344	2000	0.942954656
Argentina	2001	18	Male	0	0.085286927		2000	
Argentina	2001	18	Male	1	0.020378293		2000	
Argentina	2001	19	Female	0	0.338203333	0.392477662	2000	0.607522338
Argentina	2001	19	Female	1	0.054478953	0.074242813	2000	0.925757187
Argentina	2001	19	Male	0	0.118876909		2000	
Argentina	2001	19	Male	1	0.025325461		2000	
Argentina	2001	20	Female	0	0.40166703	0.462791458	2000	0.537208542
Argentina	2001	20	Female	1	0.070451929	0.098157743	2000	0.901842257
Argentina	2001	20	Male	0	0.172712403		2000	
Argentina	2001	20	Male	1	0.036895564		2000	
Argentina	2001	21	Female	0	0.451989954	0.516904946	2000	0.483095054
Argentina	2001	21	Female	1	0.094200047	0.11466121	2000	0.88533879
Argentina	2001	21	Male	0	0.236105654		2000	
Argentina	2001	21	Male	1	0.05044222		2000	
Argentina	2001	22	Female	0	0.50164177	0.549414975	2000	0.450585025
Argentina	2001	22	Female	1	0.127118644	0.136629002	2000	0.863370998
Argentina	2001	22	Male	0	0.29858019		2000	
Argentina	2001	22	Male	1	0.063205418		2000	
Argentina	2001	23	Female	0	0.545890321	0.598223317	2000	0.401776683
Argentina	2001	23	Female	1	0.1663988	0.158898532	2000	0.841101468
Argentina	2001	23	Male	0	0.363154407		2000	
Argentina	2001	23	Male	1	0.085976409		2000	
Argentina	2001	24	Female	0	0.583605558	0.613310684	2000	0.386689316
Argentina	2001	24	Female	1	0.215581365	0.195615294	2000	0.804384706
Argentina	2001	24	Male	0	0.421562434		2000	
Argentina	2001	24	Male	1	0.117901903		2000	
Armenia	2000	12	Female	1	0.411998797	0.380624599	2000	0.619375401
Armenia	2000	13	Female	0			2000	
Armenia	2000	13	Female	1	0.534125112	0.427294832	2000	0.572705168
Armenia	2000	14	Female	0	0	0	2000	1
Armenia	2000	14	Female	1	0.620755371	0.549346274	2000	0.450653726
Armenia	2000	15	Female	0	0.231615632	0.032677622	2000	0.967322378
Armenia	2000	15	Female	1	0.109660748	0.096509915	2000	0.903490085
Armenia	2000	16	Female	0	0.241729738	0.159652628	2000	0.840347372
Armenia	2000	16	Female	1	0.112934174	0.09989317	2000	0.90010683
Armenia	2000	17	Female	0	0.235644066	0.165423664	2000	0.834576336
Armenia	2000	17	Female	1	0.130567685	0.116611277	2000	0.883388723
Armenia	2000	18	Female	0	0.30870884	0.191248697	2000	0.808751303
Armenia	2000	18	Female	1	0.146497165	0.136675038	2000	0.863324962
Armenia	2000	19	Female	0	0.43944042	0.324851082	2000	0.675148918
Armenia	2000	19	Female	1	0.177212442	0.144605929	2000	0.855394071
Armenia	2000	20	Female	0	0.47155933	0.378461241	2000	0.621538759
Armenia	2000	20	Female	1	0.24240128	0.179839898	2000	0.820160102
Armenia	2000	21	Female	0	0.486407351	0.368390635	2000	0.631609365
Armenia	2000	21	Female	1	0.283527352	0.248064686	2000	0.751935314
Armenia	2000	22	Female	0	0.581105226	0.52351665	2000	0.47648335
Armenia	2000	22	Female	1	0.451683617	0.341707409	2000	0.658292591
Armenia	2000	23	Female	0	0.660667767	0.579338234	2000	0.420661766
Armenia	2000	23	Female	1	0.130913573	0.130913573	2000	0.869086427
Armenia	2000	24	Female	0	0.656646949	0.640321766	2000	0.359678234
Armenia	2000	24	Female	1	0.118074679	0.118074679	2000	0.881925321
Armenia	2001	12	Female	0	0		2000	
Armenia	2001	12	Female	1	0		2000	
Armenia	2001	12	Male	0	0		2000	
Armenia	2001	12	Male	1	0		2000	
Armenia	2001	13	Female	0	0		2000	
Armenia	2001	13	Female	1	0		2000	
Armenia	2001	13	Male	0	0		2000	
Armenia	2001	13	Male	1	0		2000	
Armenia	2001	14	Female	0	0		2000	
Armenia	2001	14	Female	1	0		2000	
Armenia	2001	14	Male	0	0		2000	
Armenia	2001	14	Male	1	0		2000	
Armenia	2001	15	Female	0	0.091836735	0.020408163	2000	0.979591837
Armenia	2001	15	Female	1	0.004795396	0.001918159	2000	0.998081841
Armenia	2001	15	Male	0	0.002898551		2000	
Armenia	2001	15	Male	1	0.002622091		2000	
Armenia	2001	16	Female	0	0.061277705	0.024771838	2000	0.975228162
Armenia	2001	16	Female	1	0.003773585	0.002641509	2000	0.997358491
Armenia	2001	16	Male	0	0.007014028		2000	
Armenia	2001	16	Male	1	0.002051703		2000	
Armenia	2001	17	Female	0	0.076456311	0.03276699	2000	0.96723301
Armenia	2001	17	Female	1	0.011635423	0.004524887	2000	0.995475113
Armenia	2001	17	Male	0	0.009687362		2000	
Armenia	2001	17	Male	1	0.004061738		2000	
Armenia	2001	18	Female	0	0.188172043	0.085424134	2000	0.914575866
Armenia	2001	18	Female	1	0.027586207	0.006206897	2000	0.993793103
Armenia	2001	18	Male	0	0.00867679		2000	
Armenia	2001	18	Male	1	0.014457831		2000	
Armenia	2001	19	Female	0	0.274583557	0.159054272	2000	0.840945728
Armenia	2001	19	Female	1	0.060211554	0.020341741	2000	0.979658259
Armenia	2001	19	Male	0	0.019349527		2000	
Armenia	2001	19	Male	1	0.01969697		2000	
Armenia	2001	20	Female	0	0.395096653	0.244695898	2000	0.755304102
Armenia	2001	20	Female	1	0.098964327	0.047180667	2000	0.952819333
Armenia	2001	20	Male	0	0.033104041		2000	
Armenia	2001	20	Male	1	0.042519685		2000	
Armenia	2001	21	Female	0	0.464208243	0.337093275	2000	0.662906725
Armenia	2001	21	Female	1	0.138401559	0.07797271	2000	0.92202729
Armenia	2001	21	Male	0	0.097580645		2000	
Armenia	2001	21	Male	1	0.062098501		2000	
Armenia	2001	22	Female	0	0.514262092	0.420008268	2000	0.579991732
Armenia	2001	22	Female	1	0.18556701	0.127147766	2000	0.872852234
Armenia	2001	22	Male	0	0.160963245		2000	
Armenia	2001	22	Male	1	0.084639498		2000	
Armenia	2001	23	Female	0	0.584960532	0.514333195	2000	0.485666805
Armenia	2001	23	Female	1	0.202531646	0.158227848	2000	0.841772152
Armenia	2001	23	Male	0	0.255824176		2000	
Armenia	2001	23	Male	1	0.150485437		2000	
Armenia	2001	24	Female	0	0.662254483	0.591801879	2000	0.408198121
Armenia	2001	24	Female	1	0.287037037	0.222222222	2000	0.777777778
Armenia	2001	24	Male	0	0.334242838		2000	
Armenia	2001	24	Male	1	0.231292517		2000	
Austria	1971	12	Female	0	0		1970	
Austria	1971	12	Female	1	0		1970	
Austria	1971	12	Male	1	0		1970	
Austria	1971	13	Female	0	0		1970	
Austria	1971	13	Female	1	0		1970	
Austria	1971	13	Male	0	0		1970	
Austria	1971	13	Male	1	0		1970	
Austria	1971	14	Female	1	0.000188076		1970	
Austria	1971	14	Male	1	0		1970	
Austria	1971	15	Female	0	0.006311993		1970	
Austria	1971	15	Female	1	0		1970	
Austria	1971	15	Male	0	0.001552795		1970	
Austria	1971	15	Male	1	0.000235793		1970	
Austria	1971	16	Female	0	0.016589862		1970	
Austria	1971	16	Female	1	0.001085776		1970	
Austria	1971	16	Male	0	0.001066382		1970	
Austria	1971	16	Male	1	0		1970	
Austria	1971	17	Female	0	0.063721325		1970	
Austria	1971	17	Female	1	0.004285714		1970	
Austria	1971	17	Male	0	0.004255319		1970	
Austria	1971	17	Male	1	0		1970	
Austria	1971	18	Female	0	0.136030341		1970	
Austria	1971	18	Female	1	0.009259259		1970	
Austria	1971	18	Male	0	0.015560418		1970	
Austria	1971	18	Male	1	0.003731343		1970	
Austria	1971	19	Female	0	0.261360904		1970	
Austria	1971	19	Female	1	0.015449438		1970	
Austria	1971	19	Male	0	0.033445621		1970	
Austria	1971	19	Male	1	0.007168459		1970	
Austria	1971	20	Female	0	0.387773119		1970	
Austria	1971	20	Female	1	0.037102473		1970	
Austria	1971	20	Male	0	0.088174983		1970	
Austria	1971	20	Male	1	0.014044944		1970	
Austria	1971	21	Female	0	0.520137104		1970	
Austria	1971	21	Female	1	0.041208791		1970	
Austria	1971	21	Male	0	0.186026008		1970	
Austria	1971	21	Male	1	0.029045643		1970	
Austria	1971	22	Female	0	0.61336982		1970	
Austria	1971	22	Female	1	0.099630996		1970	
Austria	1971	22	Male	0	0.302089673		1970	
Austria	1971	22	Male	1	0.059180577		1970	
Austria	1971	23	Female	0	0.680948738		1970	
Austria	1971	23	Female	1	0.176136364		1970	
Austria	1971	23	Male	0	0.422664326		1970	
Austria	1971	23	Male	1	0.095709571		1970	
Austria	1971	24	Female	0	0.741961096		1970	
Austria	1971	24	Female	1	0.195121951		1970	
Austria	1971	24	Male	0	0.513972056		1970	
Austria	1971	24	Male	1	0.103004292		1970	
Austria	1981	12	Female	1	0		1980	
Austria	1981	12	Male	1	0		1980	
Austria	1981	13	Female	1	0		1980	
Austria	1981	13	Male	1	0		1980	
Austria	1981	14	Female	1	0		1980	
Austria	1981	14	Male	1	0		1980	
Austria	1981	15	Female	0	0.0041841	0	1980	1
Austria	1981	15	Female	1	0.000598325	0	1980	1
Austria	1981	15	Male	0	0.001986755		1980	
Austria	1981	15	Male	1	0.000399361		1980	
Austria	1981	16	Female	0	0.018072289	0.016566265	1980	0.983433735
Austria	1981	16	Female	1	0.00031407	0.001570352	1980	0.998429648
Austria	1981	16	Male	0	0.001152605		1980	
Austria	1981	16	Male	1	0		1980	
Austria	1981	17	Female	0	0.043064597	0.034802203	1980	0.965197797
Austria	1981	17	Female	1	0.002071251	0.002485501	1980	0.997514499
Austria	1981	17	Male	0	0.001485254		1980	
Austria	1981	17	Male	1	0.000494071		1980	
Austria	1981	18	Female	0	0.106730971	0.078213462	1980	0.921786538
Austria	1981	18	Female	1	0.004214963	0.007376185	1980	0.992623815
Austria	1981	18	Male	0	0.009453984		1980	
Austria	1981	18	Male	1	0.000597015		1980	
Austria	1981	19	Female	0	0.2086	0.1438	1980	0.8562
Austria	1981	19	Female	1	0.016416845	0.009279086	1980	0.990720914
Austria	1981	19	Male	0	0.03534716		1980	
Austria	1981	19	Male	1	0.004850445		1980	
Austria	1981	20	Female	0	0.314832355	0.231672665	1980	0.768327335
Austria	1981	20	Female	1	0.041832669	0.020916335	1980	0.979083665
Austria	1981	20	Male	0	0.082435345		1980	
Austria	1981	20	Male	1	0.011776251		1980	
Austria	1981	21	Female	0	0.421090909	0.306181818	1980	0.693818182
Austria	1981	21	Female	1	0.067204301	0.037634409	1980	0.962365591
Austria	1981	21	Male	0	0.152198422		1980	
Austria	1981	21	Male	1	0.020310633		1980	
Austria	1981	22	Female	0	0.513261113	0.375980575	1980	0.624019425
Austria	1981	22	Female	1	0.095327103	0.052336449	1980	0.947663551
Austria	1981	22	Male	0	0.235462345		1980	
Austria	1981	22	Male	1	0.044058745		1980	
Austria	1981	23	Female	0	0.602427638	0.466479925	1980	0.533520075
Austria	1981	23	Female	1	0.110619469	0.068584071	1980	0.931415929
Austria	1981	23	Male	0	0.331175014		1980	
Austria	1981	23	Male	1	0.071428571		1980	
Austria	1981	24	Female	0	0.664307004	0.519374069	1980	0.480625931
Austria	1981	24	Female	1	0.204545455	0.113636364	1980	0.886363636
Austria	1981	24	Male	0	0.437322745		1980	
Austria	1981	24	Male	1	0.097770154		1980	
Austria	1991	12	Female	1	0		1990	
Austria	1991	12	Male	1	0		1990	
Austria	1991	13	Female	1	0		1990	
Austria	1991	13	Male	1	0		1990	
Austria	1991	14	Female	1	0		1990	
Austria	1991	14	Male	1	0		1990	
Austria	1991	15	Female	0	0.004464286	0.004464286	1990	0.995535714
Austria	1991	15	Female	1	0	0.000794913	1990	0.999205087
Austria	1991	15	Male	0	0		1990	
Austria	1991	15	Male	1	0		1990	
Austria	1991	16	Female	0	0.012600806	0.009072581	1990	0.990927419
Austria	1991	16	Female	1	0.001117735	0.000372578	1990	0.999627422
Austria	1991	16	Male	0	0.000353357		1990	
Austria	1991	16	Male	1	0		1990	
Austria	1991	17	Female	0	0.040079365	0.035714286	1990	0.964285714
Austria	1991	17	Female	1	0.003501094	0.004814004	1990	0.995185996
Austria	1991	17	Male	0	0.002149877		1990	
Austria	1991	17	Male	1	0		1990	
Austria	1991	18	Female	0	0.093422307	0.069272323	1990	0.930727677
Austria	1991	18	Female	1	0.007869885	0.002098636	1990	0.997901364
Austria	1991	18	Male	0	0.018321028		1990	
Austria	1991	18	Male	1	0.002985075		1990	
Austria	1991	19	Female	0	0.160509236	0.099101348	1990	0.900898652
Austria	1991	19	Female	1	0.018691589	0.009345794	1990	0.990654206
Austria	1991	19	Male	0	0.038790118		1990	
Austria	1991	19	Male	1	0.005094614		1990	
Austria	1991	20	Female	0	0.215506194	0.15185818	1990	0.84814182
Austria	1991	20	Female	1	0.028301887	0.013722127	1990	0.986277873
Austria	1991	20	Male	0	0.071965847		1990	
Austria	1991	20	Male	1	0.014899211		1990	
Austria	1991	21	Female	0	0.300019444	0.214466265	1990	0.785533735
Austria	1991	21	Female	1	0.051823417	0.020153551	1990	0.979846449
Austria	1991	21	Male	0	0.125416204		1990	
Austria	1991	21	Male	1	0.026654412		1990	
Austria	1991	22	Female	0	0.38185654	0.27883263	1990	0.72116737
Austria	1991	22	Female	1	0.0609319	0.037037037	1990	0.962962963
Austria	1991	22	Male	0	0.184645116		1990	
Austria	1991	22	Male	1	0.032064128		1990	
Austria	1991	23	Female	0	0.473886843	0.353531972	1990	0.646468028
Austria	1991	23	Female	1	0.088676671	0.05047749	1990	0.94952251
Austria	1991	23	Male	0	0.243256498		1990	
Austria	1991	23	Male	1	0.054313099		1990	
Austria	1991	24	Female	0	0.539477977	0.415334421	1990	0.584665579
Austria	1991	24	Female	1	0.10952381	0.082539683	1990	0.917460317
Austria	1991	24	Male	0	0.318095839		1990	
Austria	1991	24	Male	1	0.076735688		1990	
Austria	2001	12	Female	0	0		2000	
Austria	2001	12	Female	1	0		2000	
Austria	2001	12	Male	0	0		2000	
Austria	2001	12	Male	1	0		2000	
Austria	2001	13	Female	0	0		2000	
Austria	2001	13	Female	1	0		2000	
Austria	2001	13	Male	0	0		2000	
Austria	2001	13	Male	1	0		2000	
Austria	2001	14	Female	0	0		2000	
Austria	2001	14	Female	1	0		2000	
Austria	2001	14	Male	0	0		2000	
Austria	2001	14	Male	1	0		2000	
Austria	2001	15	Female	0	0		2000	
Austria	2001	15	Female	1	0		2000	
Austria	2001	15	Male	0	0.00154321		2000	
Austria	2001	15	Male	1	0.000238436		2000	
Austria	2001	16	Female	0	0.009386282	0.006498195	2000	0.993501805
Austria	2001	16	Female	1	0.000611808	0.000611808	2000	0.999388192
Austria	2001	16	Male	0	0.001341082		2000	
Austria	2001	16	Male	1	0		2000	
Austria	2001	17	Female	0	0.031198686	0.030651341	2000	0.969348659
Austria	2001	17	Female	1	0.001707067	0.003414135	2000	0.996585865
Austria	2001	17	Male	0	0.000749064		2000	
Austria	2001	17	Male	1	0.00047619		2000	
Austria	2001	18	Female	0	0.077729258	0.058078603	2000	0.941921397
Austria	2001	18	Female	1	0.007533703	0.006344171	2000	0.993655829
Austria	2001	18	Male	0	0.012199037		2000	
Austria	2001	18	Male	1	0.002744237		2000	
Austria	2001	19	Female	0	0.134689583	0.079270431	2000	0.920729569
Austria	2001	19	Female	1	0.021306818	0.012784091	2000	0.987215909
Austria	2001	19	Male	0	0.026582625		2000	
Austria	2001	19	Male	1	0.002855103		2000	
Austria	2001	20	Female	0	0.197588126	0.118738404	2000	0.881261596
Austria	2001	20	Female	1	0.028680688	0.01402167	2000	0.98597833
Austria	2001	20	Male	0	0.05361724		2000	
Austria	2001	20	Male	1	0.011310085		2000	
Austria	2001	21	Female	0	0.272144166	0.172877214	2000	0.827122786
Austria	2001	21	Female	1	0.060050042	0.027522936	2000	0.972477064
Austria	2001	21	Male	0	0.10332981		2000	
Austria	2001	21	Male	1	0.017400205		2000	
Austria	2001	22	Female	0	0.319315952	0.225119148	2000	0.774880852
Austria	2001	22	Female	1	0.061567164	0.03358209	2000	0.96641791
Austria	2001	22	Male	0	0.153352171		2000	
Austria	2001	22	Male	1	0.030082988		2000	
Austria	2001	23	Female	0	0.391151875	0.267332074	2000	0.732667926
Austria	2001	23	Female	1	0.088268156	0.045810056	2000	0.954189944
Austria	2001	23	Male	0	0.202437732		2000	
Austria	2001	23	Male	1	0.034939759		2000	
Austria	2001	24	Female	0	0.465263692	0.322768763	2000	0.677231237
Austria	2001	24	Female	1	0.117962466	0.057640751	2000	0.942359249
Austria	2001	24	Male	0	0.260356515		2000	
Austria	2001	24	Male	1	0.063855422		2000	
Bangladesh	1993	12	Female	0		0.625268284	1990	0.374731716
Bangladesh	1993	12	Female	1		0.729151894	1990	0.270848106
Bangladesh	1993	12	Male	0	0.007247758		1990	
Bangladesh	1993	12	Male	1	0.002485992		1990	
Bangladesh	1993	13	Female	0		0.1478125	1990	0.8521875
Bangladesh	1993	13	Female	1		0.731694013	1990	0.268305987
Bangladesh	1993	13	Male	0	0.014314407		1990	
Bangladesh	1993	13	Male	1	0		1990	
Bangladesh	1993	14	Female	0		0.156695213	1990	0.843304787
Bangladesh	1993	14	Female	1		0.464132132	1990	0.535867868
Bangladesh	1993	14	Male	0	0.024556397		1990	
Bangladesh	1993	14	Male	1	0.00595532		1990	
