"country"	"YEAR"	"AGE"	"SEX"	"prop_childless_att"	"prop_school"
"Brazil"	"2000"	"20"	"Female"	"0.8514734665"	"0.3509408664"
"Brazil"	"2000"	"21"	"Female"	"0.8123353251"	"0.2961058518"
"Brazil"	"2000"	"22"	"Female"	"0.7681207443"	"0.2510627849"
"Brazil"	"2000"	"23"	"Female"	"0.7071486621"	"0.204881878"
"Brazil"	"2000"	"24"	"Female"	"0.6548534588"	"0.1712492253"
"Belarus"	"1999"	"12"	"Female"	"1"	"0.997470489"
"Belarus"	"1999"	"13"	"Female"	"."	"0.9961666873"
"Belarus"	"1999"	"14"	"Female"	"1"	"0.9953196206"
"Belarus"	"1999"	"15"	"Female"	"0.9992616293"	"0.979390141"
"Belarus"	"1999"	"16"	"Female"	"0.9978296256"	"0.949407827"
"Belarus"	"1999"	"17"	"Female"	"0.9925903523"	"0.8619655892"
"Belarus"	"1999"	"18"	"Female"	"0.9830346931"	"0.7068175694"
"Belarus"	"1999"	"19"	"Female"	"0.9511802575"	"0.5141359812"
"Belarus"	"1999"	"20"	"Female"	"0.9193661972"	"0.3937881309"
"Belarus"	"1999"	"21"	"Female"	"0.864640884"	"0.3056141832"
"Belarus"	"1999"	"22"	"Female"	"0.7705156137"	"0.1969957082"
"Belarus"	"1999"	"23"	"Female"	"0.6726057906"	"0.1314711904"
"Belarus"	"1999"	"24"	"Female"	"0.5865384615"	"0.1041785919"
"Congo (Brazzaville)"	"2005"	"12"	"Female"	"."	"0.924611626"
"Congo (Brazzaville)"	"2005"	"13"	"Female"	"."	"0.9102074982"
"Congo (Brazzaville)"	"2005"	"14"	"Female"	"."	"0.8565827339"
"Congo (Brazzaville)"	"2005"	"15"	"Female"	"0.9814954726"	"0.7906689982"
"Congo (Brazzaville)"	"2005"	"16"	"Female"	"0.9535084985"	"0.7000713387"
"Congo (Brazzaville)"	"2005"	"17"	"Female"	"0.9289962547"	"0.6629898251"
"Congo (Brazzaville)"	"2005"	"18"	"Female"	"0.8860943682"	"0.4685219787"
"Congo (Brazzaville)"	"2005"	"19"	"Female"	"0.7531209059"	"0.3901905281"
"Congo (Brazzaville)"	"2005"	"20"	"Female"	"0.7700189939"	"0.3093044867"
"Congo (Brazzaville)"	"2005"	"21"	"Female"	"0.6435428107"	"0.2763800104"
"Congo (Brazzaville)"	"2005"	"22"	"Female"	"0.6158761147"	"0.3082422917"
"Congo (Brazzaville)"	"2005"	"23"	"Female"	"0.6331751994"	"0.1452201261"
"Congo (Brazzaville)"	"2005"	"24"	"Female"	"0.3651950984"	"0.1186835029"
"Switzerland"	"2000"	"12"	"Female"	"0.9986101459"	"."
"Switzerland"	"2000"	"13"	"Female"	"1"	"."
"Switzerland"	"2000"	"14"	"Female"	"0.9944029851"	"."
"Switzerland"	"2000"	"15"	"Female"	"0.9958448753"	"0.8907987867"
"Switzerland"	"2000"	"16"	"Female"	"0.996807152"	"0.8877108434"
"Switzerland"	"2000"	"17"	"Female"	"0.9967553537"	"0.8707149853"
"Switzerland"	"2000"	"18"	"Female"	"0.9947506562"	"0.7990654206"
"Switzerland"	"2000"	"19"	"Female"	"0.9938271605"	"0.6290564154"
"Switzerland"	"2000"	"20"	"Female"	"0.9966960352"	"0.4624358376"
"Switzerland"	"2000"	"21"	"Female"	"0.9931972789"	"0.3719963031"
"Switzerland"	"2000"	"22"	"Female"	"0.9819672131"	"0.3151400095"
"Switzerland"	"2000"	"23"	"Female"	"0.9817850638"	"0.2684139178"
"Switzerland"	"2000"	"24"	"Female"	"0.9762931034"	"0.2249183388"
"Cote Ivoire"	"1998"	"12"	"Female"	"."	"0.4145315584"
"Cote Ivoire"	"1998"	"13"	"Female"	"."	"0.4738717901"
"Cote Ivoire"	"1998"	"14"	"Female"	"."	"0.4238242166"
"Cote Ivoire"	"1998"	"15"	"Female"	"0.9829130653"	"0.2228218485"
"Cote Ivoire"	"1998"	"16"	"Female"	"1"	"0.1876173799"
"Cote Ivoire"	"1998"	"17"	"Female"	"0.9682595467"	"0.1555688333"
"Cote Ivoire"	"1998"	"18"	"Female"	"1"	"0.1250084036"
"Cote Ivoire"	"1998"	"19"	"Female"	"0.9637607214"	"0.1748145003"
"Cote Ivoire"	"1998"	"20"	"Female"	"0.9012177333"	"0.0995509502"
"Cote Ivoire"	"1998"	"21"	"Female"	"0.8434960286"	"0.1119522467"
"Cote Ivoire"	"1998"	"22"	"Female"	"0.8476123127"	"0.0578030994"
"Cote Ivoire"	"1998"	"23"	"Female"	"0.5834361642"	"0.0703544069"
"Cote Ivoire"	"1998"	"24"	"Female"	"0.8737969024"	"0.0621374779"
"Cameroon"	"2004"	"12"	"Female"	"."	"0.8346511492"
"Cameroon"	"2004"	"13"	"Female"	"."	"0.7913907366"
"Cameroon"	"2004"	"14"	"Female"	"."	"0.8178783342"
"Cameroon"	"2004"	"15"	"Female"	"0.9958855334"	"0.6985352436"
"Cameroon"	"2004"	"16"	"Female"	"0.9762605078"	"0.5878015772"
"Cameroon"	"2004"	"17"	"Female"	"0.9594314007"	"0.5098163203"
"Cameroon"	"2004"	"18"	"Female"	"0.9318274467"	"0.3736979267"
"Cameroon"	"2004"	"19"	"Female"	"0.8596292481"	"0.3432674487"
"Cameroon"	"2004"	"20"	"Female"	"0.9322106472"	"0.2096428545"
"Cameroon"	"2004"	"21"	"Female"	"0.9047066718"	"0.2065119924"
"Cameroon"	"2004"	"22"	"Female"	"0.8704047259"	"0.1508497653"
"Cameroon"	"2004"	"23"	"Female"	"0.8043367017"	"0.113482195"
"Cameroon"	"2004"	"24"	"Female"	"0.8753808128"	"0.0961719502"
"Colombia"	"2005"	"12"	"Female"	"0.9998522164"	"0.9138353114"
"Colombia"	"2005"	"13"	"Female"	"0.9995680389"	"0.8821593716"
"Colombia"	"2005"	"14"	"Female"	"0.9987282864"	"0.8469405887"
"Colombia"	"2005"	"15"	"Female"	"0.9929688039"	"0.7987192109"
"Colombia"	"2005"	"16"	"Female"	"0.9820109491"	"0.7186199159"
"Colombia"	"2005"	"17"	"Female"	"0.9566605344"	"0.5860505354"
"Colombia"	"2005"	"18"	"Female"	"0.936478146"	"0.4626200697"
"Colombia"	"2005"	"19"	"Female"	"0.9095265474"	"0.3790722905"
"Colombia"	"2005"	"20"	"Female"	"0.8647064384"	"0.3087005659"
"Colombia"	"2005"	"21"	"Female"	"0.8320766408"	"0.2859250709"
"Colombia"	"2005"	"22"	"Female"	"0.7989031054"	"0.234206479"
"Colombia"	"2005"	"23"	"Female"	"0.7503924926"	"0.2117809004"
"Colombia"	"2005"	"24"	"Female"	"0.687021659"	"0.1749689454"
"Costa Rica"	"2000"	"12"	"Female"	"1"	"0.9366336634"
"Costa Rica"	"2000"	"13"	"Female"	"0.9996009577"	"0.8569673138"
"Costa Rica"	"2000"	"14"	"Female"	"0.9974821653"	"0.7784674147"
"Costa Rica"	"2000"	"15"	"Female"	"0.9913606911"	"0.7107877108"
"Costa Rica"	"2000"	"16"	"Female"	"0.9773340529"	"0.6505190311"
"Costa Rica"	"2000"	"17"	"Female"	"0.9641825534"	"0.5803149606"
"Costa Rica"	"2000"	"18"	"Female"	"0.9351245085"	"0.5021085925"
"Costa Rica"	"2000"	"19"	"Female"	"0.8933038999"	"0.4406964091"
"Costa Rica"	"2000"	"20"	"Female"	"0.8520032706"	"0.3984819734"
"Costa Rica"	"2000"	"21"	"Female"	"0.7828139754"	"0.3729696598"
"Costa Rica"	"2000"	"22"	"Female"	"0.7417289221"	"0.3083026353"
"Costa Rica"	"2000"	"23"	"Female"	"0.6780735108"	"0.2643171806"
"Costa Rica"	"2000"	"24"	"Female"	"0.6473354232"	"0.2313190383"
"Dominican Republic"	"2002"	"12"	"Female"	"."	"0.9863480783"
"Dominican Republic"	"2002"	"13"	"Female"	"."	"0.9542170076"
"Dominican Republic"	"2002"	"14"	"Female"	"."	"0.9322828798"
"Dominican Republic"	"2002"	"15"	"Female"	"0.9800624725"	"0.9208141966"
"Dominican Republic"	"2002"	"16"	"Female"	"0.9613331084"	"0.8518903158"
"Dominican Republic"	"2002"	"17"	"Female"	"0.9005228262"	"0.7856898075"
"Dominican Republic"	"2002"	"18"	"Female"	"0.8738091656"	"0.7137554717"
"Dominican Republic"	"2002"	"19"	"Female"	"0.804653556"	"0.6139757076"
"Dominican Republic"	"2002"	"20"	"Female"	"0.7391693242"	"0.515764583"
"Dominican Republic"	"2002"	"21"	"Female"	"0.6901555741"	"0.4916531185"
"Dominican Republic"	"2002"	"22"	"Female"	"0.633835701"	"0.435213563"
"Dominican Republic"	"2002"	"23"	"Female"	"0.6527607994"	"0.3480448175"
"Dominican Republic"	"2002"	"24"	"Female"	"0.4464036712"	"0.2885627955"
"Ecuador"	"2001"	"12"	"Female"	"0.9986837487"	"0.8570247934"
"Ecuador"	"2001"	"13"	"Female"	"0.997877677"	"0.7969769048"
"Ecuador"	"2001"	"14"	"Female"	"0.9961534352"	"0.72126481"
"Ecuador"	"2001"	"15"	"Female"	"0.9928066325"	"0.6598120331"
"Ecuador"	"2001"	"16"	"Female"	"0.981187612"	"0.6064431193"
"Ecuador"	"2001"	"17"	"Female"	"0.9664963942"	"0.5399870487"
"Ecuador"	"2001"	"18"	"Female"	"0.9352296752"	"0.429389313"
"Ecuador"	"2001"	"19"	"Female"	"0.9037224265"	"0.3773155945"
"Ecuador"	"2001"	"20"	"Female"	"0.8574815595"	"0.3149249061"
"Ecuador"	"2001"	"21"	"Female"	"0.8035013583"	"0.2927480598"
"Ecuador"	"2001"	"22"	"Female"	"0.7589316684"	"0.2478988168"
"Ecuador"	"2001"	"23"	"Female"	"0.6805497709"	"0.210442906"
"Ecuador"	"2001"	"24"	"Female"	"0.5951115834"	"0.1844273678"
"Spain"	"2001"	"12"	"Female"	"1"	"0.9885835913"
"Spain"	"2001"	"13"	"Female"	"1"	"0.9877218225"
"Spain"	"2001"	"14"	"Female"	"0.999906332"	"0.9831476195"
"Spain"	"2001"	"15"	"Female"	"0.9998050682"	"0.9663746821"
"Spain"	"2001"	"16"	"Female"	"0.9991054567"	"0.8756309835"
"Spain"	"2001"	"17"	"Female"	"0.998078479"	"0.8189498095"
"Spain"	"2001"	"18"	"Female"	"0.9959606987"	"0.726984127"
"Spain"	"2001"	"19"	"Female"	"0.9944770452"	"0.6580102968"
"Spain"	"2001"	"20"	"Female"	"0.9940212842"	"0.595909933"
"Spain"	"2001"	"21"	"Female"	"0.990472561"	"0.5269076305"
"Spain"	"2001"	"22"	"Female"	"0.9906280599"	"0.4604237779"
"Spain"	"2001"	"23"	"Female"	"0.9861656972"	"0.3877240034"
"Spain"	"2001"	"24"	"Female"	"0.9844809133"	"0.3313826329"
"Ethiopia"	"2000"	"12"	"Female"	"."	"0.3602339584"
"Ethiopia"	"2000"	"13"	"Female"	"."	"0.3604466074"
"Ethiopia"	"2000"	"14"	"Female"	"."	"0.4110180832"
"Ethiopia"	"2000"	"15"	"Female"	"1"	"0.3211759943"
"Ethiopia"	"2000"	"16"	"Female"	"1"	"0.3042904088"
"Ethiopia"	"2000"	"17"	"Female"	"0.9998978842"	"0.278420427"
"Ethiopia"	"2000"	"18"	"Female"	"0.9820457439"	"0.1859893946"
"Ethiopia"	"2000"	"19"	"Female"	"0.9569513629"	"0.186935788"
"Ethiopia"	"2000"	"20"	"Female"	"0.9222948356"	"0.0937844188"
"Ethiopia"	"2000"	"21"	"Female"	"0.9923412192"	"0.0833709773"
"Ethiopia"	"2000"	"22"	"Female"	"0.9731779274"	"0.0592089478"
"Ethiopia"	"2000"	"23"	"Female"	"0.9151506073"	"0.0554306051"
"Ethiopia"	"2000"	"24"	"Female"	"0.8097542036"	"0.0403232801"
"France"	"1999"	"12"	"Female"	"1"	"0.9933144355"
"France"	"1999"	"13"	"Female"	"1"	"0.9949348388"
"France"	"1999"	"14"	"Female"	"0.9998386403"	"0.9957155099"
"France"	"1999"	"15"	"Female"	"0.9991889261"	"0.9945149495"
"France"	"1999"	"16"	"Female"	"0.9987471942"	"0.9773979592"
"France"	"1999"	"17"	"Female"	"0.9975699947"	"0.9554333014"
"France"	"1999"	"18"	"Female"	"0.9958044305"	"0.8941129395"
"France"	"1999"	"19"	"Female"	"0.9951623592"	"0.7967685728"
"France"	"1999"	"20"	"Female"	"0.9928741093"	"0.6710085188"
"France"	"1999"	"21"	"Female"	"0.9914512922"	"0.5421427032"
"France"	"1999"	"22"	"Female"	"0.9835263835"	"0.4328931974"
"France"	"1999"	"23"	"Female"	"0.9723141215"	"0.3159487264"
"France"	"1999"	"24"	"Female"	"0.9617819461"	"0.2168938161"
"Gabon"	"2000"	"12"	"Female"	"."	"0.9668948468"
"Gabon"	"2000"	"13"	"Female"	"."	"0.928393485"
"Gabon"	"2000"	"14"	"Female"	"."	"0.9025885407"
"Gabon"	"2000"	"15"	"Female"	"0.9672515378"	"0.8773082599"
"Gabon"	"2000"	"16"	"Female"	"0.8846979714"	"0.7990759543"
"Gabon"	"2000"	"17"	"Female"	"0.7838277769"	"0.6558084563"
"Gabon"	"2000"	"18"	"Female"	"0.7624710246"	"0.5999659173"
"Gabon"	"2000"	"19"	"Female"	"0.6964749149"	"0.5718911405"
"Gabon"	"2000"	"20"	"Female"	"0.4793101216"	"0.4777579299"
"Gabon"	"2000"	"21"	"Female"	"0.4321648278"	"0.4298442748"
"Gabon"	"2000"	"22"	"Female"	"0.4605546053"	"0.3131092356"
"Gabon"	"2000"	"23"	"Female"	"0.4421699151"	"0.2917306165"
"Gabon"	"2000"	"24"	"Female"	"0.361745097"	"0.2605410275"
"Ghana"	"2000"	"12"	"Female"	"0.9931100024"	"0.7019660961"
"Ghana"	"2000"	"13"	"Female"	"0.9907487091"	"0.6787465154"
"Ghana"	"2000"	"14"	"Female"	"0.9901623985"	"0.6515067944"
"Ghana"	"2000"	"15"	"Female"	"0.9003537736"	"0.533823269"
"Ghana"	"2000"	"16"	"Female"	"0.8988918085"	"0.4897676991"
"Ghana"	"2000"	"17"	"Female"	"0.8922007722"	"0.4012583226"
"Ghana"	"2000"	"18"	"Female"	"0.8705902899"	"0.273534552"
"Ghana"	"2000"	"19"	"Female"	"0.8362175525"	"0.2206336421"
"Ghana"	"2000"	"20"	"Female"	"0.8044613194"	"0.0848899794"
"Ghana"	"2000"	"21"	"Female"	"0.8016806723"	"0.0957581513"
"Ghana"	"2000"	"22"	"Female"	"0.7714016933"	"0.0619357065"
"Ghana"	"2000"	"23"	"Female"	"0.7432605905"	"0.0572792363"
"Ghana"	"2000"	"24"	"Female"	"0.726744186"	"0.0365735619"
"Guinea"	"1999"	"12"	"Female"	"."	"0.2866016437"
"Guinea"	"1999"	"13"	"Female"	"."	"0.2306296593"
"Guinea"	"1999"	"14"	"Female"	"."	"0.2551789642"
"Guinea"	"1999"	"15"	"Female"	"1"	"0.1431112039"
"Guinea"	"1999"	"16"	"Female"	"1"	"0.1872470745"
"Guinea"	"1999"	"17"	"Female"	"0.9061364755"	"0.1179183259"
"Guinea"	"1999"	"18"	"Female"	"0.9290807839"	"0.1132283121"
"Guinea"	"1999"	"19"	"Female"	"0.8095176693"	"0.103217187"
"Guinea"	"1999"	"20"	"Female"	"0.853254492"	"0.0504630079"
"Guinea"	"1999"	"21"	"Female"	"0.6365720885"	"0.0927101593"
"Guinea"	"1999"	"22"	"Female"	"0.6898855862"	"0.0636997352"
"Guinea"	"1999"	"23"	"Female"	"0.6"	"0.037665481"
"Guinea"	"1999"	"24"	"Female"	"1"	"0.020901342"
"Guatemala"	"1998"	"12"	"Female"	"."	"0.798700201"
"Guatemala"	"1998"	"13"	"Female"	"."	"0.6518824192"
"Guatemala"	"1998"	"14"	"Female"	"."	"0.5465539239"
"Guatemala"	"1998"	"15"	"Female"	"1"	"0.439929606"
"Guatemala"	"1998"	"16"	"Female"	"0.9927458191"	"0.3483052192"
"Guatemala"	"1998"	"17"	"Female"	"0.9094384356"	"0.3845885607"
"Guatemala"	"1998"	"18"	"Female"	"0.9694364867"	"0.2866624757"
"Guatemala"	"1998"	"19"	"Female"	"0.9394267535"	"0.2516920008"
"Guatemala"	"1998"	"20"	"Female"	"0.8244388748"	"0.1243922539"
"Guatemala"	"1998"	"21"	"Female"	"0.9733387276"	"0.1938073802"
"Guatemala"	"1998"	"22"	"Female"	"0.4558428402"	"0.093890509"
"Guatemala"	"1998"	"23"	"Female"	"0.5401778034"	"0.0760391421"
"Guatemala"	"1998"	"24"	"Female"	"0.9133941017"	"0.1439457852"
"Honduras"	"2005"	"12"	"Female"	"."	"0.5588055333"
"Honduras"	"2005"	"13"	"Female"	"."	"0.4927279385"
"Honduras"	"2005"	"14"	"Female"	"."	"0.4265767433"
"Honduras"	"2005"	"15"	"Female"	"0.9981146351"	"0.430112845"
"Honduras"	"2005"	"16"	"Female"	"0.974035044"	"0.3415696396"
"Honduras"	"2005"	"17"	"Female"	"0.9600632095"	"0.3052619429"
"Honduras"	"2005"	"18"	"Female"	"0.9161266854"	"0.2740094835"
"Honduras"	"2005"	"19"	"Female"	"0.9049127373"	"0.243900221"
"Honduras"	"2005"	"20"	"Female"	"0.8593437506"	"0.1875465845"
"Honduras"	"2005"	"21"	"Female"	"0.7509733149"	"0.1628204098"
"Honduras"	"2005"	"22"	"Female"	"0.6815750438"	"0.1603811102"
"Honduras"	"2005"	"23"	"Female"	"0.6482280926"	"0.1394047099"
"Honduras"	"2005"	"24"	"Female"	"0.4446996538"	"0.1133458584"
"Haiti"	"2000"	"12"	"Female"	"."	"0.593735655"
"Haiti"	"2000"	"13"	"Female"	"."	"0.7011841217"
"Haiti"	"2000"	"14"	"Female"	"."	"0.535020463"
"Haiti"	"2000"	"15"	"Female"	"1"	"0.4854899088"
"Haiti"	"2000"	"16"	"Female"	"1"	"0.4144079751"
"Haiti"	"2000"	"17"	"Female"	"0.9925602112"	"0.3787560772"
"Haiti"	"2000"	"18"	"Female"	"0.9771010055"	"0.3540563161"
"Haiti"	"2000"	"19"	"Female"	"0.9519059587"	"0.2539194627"
"Haiti"	"2000"	"20"	"Female"	"0.9381152041"	"0.1621699975"
"Haiti"	"2000"	"21"	"Female"	"0.9232259498"	"0.1943636265"
"Haiti"	"2000"	"22"	"Female"	"0.9619721305"	"0.0836868566"
"Haiti"	"2000"	"23"	"Female"	"0.8513204223"	"0.0571070023"
"Haiti"	"2000"	"24"	"Female"	"0.9212570871"	"0.046984585"
"Hungary"	"2001"	"12"	"Female"	"."	"0.9849043945"
"Hungary"	"2001"	"13"	"Female"	"."	"0.9855218855"
"Hungary"	"2001"	"14"	"Female"	"."	"0.9699059561"
"Hungary"	"2001"	"15"	"Female"	"0.9993564994"	"0.9446808511"
"Hungary"	"2001"	"16"	"Female"	"0.9993093923"	"0.91443006"
"Hungary"	"2001"	"17"	"Female"	"0.9981053429"	"0.8434004474"
"Hungary"	"2001"	"18"	"Female"	"0.9982638889"	"0.6998784933"
"Hungary"	"2001"	"19"	"Female"	"0.9994538504"	"0.5281222959"
"Hungary"	"2001"	"20"	"Female"	"0.997833935"	"0.3738191633"
"Hungary"	"2001"	"21"	"Female"	"0.9936536718"	"0.2864935065"
"Hungary"	"2001"	"22"	"Female"	"0.9947984395"	"0.1969270166"
"Hungary"	"2001"	"23"	"Female"	"0.9904580153"	"0.1256293455"
"Hungary"	"2001"	"24"	"Female"	"0.9719298246"	"0.0661867162"
"India"	"2004"	"12"	"Female"	"1"	"0.7972461335"
"India"	"2004"	"13"	"Female"	"1"	"0.7767153242"
"India"	"2004"	"14"	"Female"	"1"	"0.6927062974"
"India"	"2004"	"15"	"Female"	"0.9993423734"	"0.5753955515"
"India"	"2004"	"16"	"Female"	"0.9985617761"	"0.4900941516"
"India"	"2004"	"17"	"Female"	"0.9988299938"	"0.4215259443"
"India"	"2004"	"18"	"Female"	"0.9929438457"	"0.259370806"
"India"	"2004"	"19"	"Female"	"0.994038968"	"0.2490703118"
"India"	"2004"	"20"	"Female"	"0.9749152049"	"0.1134850953"
"India"	"2004"	"21"	"Female"	"0.9779829135"	"0.1479287394"
"India"	"2004"	"22"	"Female"	"0.9155212747"	"0.0546947514"
"India"	"2004"	"23"	"Female"	"0.8795601468"	"0.0514990815"
"India"	"2004"	"24"	"Female"	"0.762213574"	"0.0335691834"
"Italy"	"2001"	"12"	"Female"	"1"	"0.9568016"
"Italy"	"2001"	"17"	"Female"	"0.9973321626"	"0.785464191"
"Italy"	"2001"	"22"	"Female"	"0.985301198"	"0.4009834651"
"Jamaica"	"2001"	"12"	"Female"	"1"	"0.9780280254"
"Jamaica"	"2001"	"13"	"Female"	"1"	"0.9761355773"
"Jamaica"	"2001"	"14"	"Female"	"0.9991100624"	"0.9748826509"
"Jamaica"	"2001"	"15"	"Female"	"0.9919804784"	"0.9498363297"
"Jamaica"	"2001"	"16"	"Female"	"0.9827039604"	"0.8743138796"
"Jamaica"	"2001"	"17"	"Female"	"0.958773621"	"0.6261688462"
"Jamaica"	"2001"	"18"	"Female"	"0.953470414"	"0.4985711461"
"Jamaica"	"2001"	"19"	"Female"	"0.8806856731"	"0.4598250126"
"Jamaica"	"2001"	"20"	"Female"	"0.8461327921"	"0.3952433956"
"Jamaica"	"2001"	"21"	"Female"	"0.804019874"	"0.3440157249"
