"country"	"YEAR"	"AGE"	"SEX"	"prop_union"	"prop_union_att"
"Argentina"	"2001"	"17"	"Male"	"0.0139616056"	"0.0169292051"
"Argentina"	"2001"	"17"	"Female"	"0.0737744545"	"0.0303745334"
"Argentina"	"2001"	"18"	"Male"	"0.0329017998"	"0.0203782932"
"Argentina"	"2001"	"18"	"Female"	"0.1207491375"	"0.0405764126"
"Argentina"	"2001"	"19"	"Male"	"0.0589272457"	"0.0253254606"
"Argentina"	"2001"	"19"	"Female"	"0.1759985069"	"0.0544789528"
"Argentina"	"2001"	"20"	"Male"	"0.101996595"	"0.0368955639"
"Argentina"	"2001"	"20"	"Female"	"0.2314585142"	"0.0704519286"
"Argentina"	"2001"	"21"	"Male"	"0.1530698319"	"0.0504422198"
"Argentina"	"2001"	"21"	"Female"	"0.2850857502"	"0.0942000472"
"Argentina"	"2001"	"22"	"Male"	"0.2076777077"	"0.0632054176"
"Argentina"	"2001"	"22"	"Female"	"0.3473622182"	"0.1271186441"
"Argentina"	"2001"	"23"	"Male"	"0.2677660981"	"0.0859764089"
"Argentina"	"2001"	"23"	"Female"	"0.4035919182"	"0.1663988"
"Argentina"	"2001"	"24"	"Male"	"0.3297801907"	"0.1179019031"
"Argentina"	"2001"	"24"	"Female"	"0.4602899876"	"0.215581365"
"Austria"	"2001"	"12"	"Male"	"."	"."
"Austria"	"2001"	"12"	"Female"	"."	"."
"Austria"	"2001"	"13"	"Male"	"."	"."
"Austria"	"2001"	"13"	"Female"	"."	"."
"Austria"	"2001"	"14"	"Male"	"."	"."
"Austria"	"2001"	"14"	"Female"	"."	"."
"Austria"	"2001"	"15"	"Male"	"0.0004130525"	"0.0002384359"
"Austria"	"2001"	"15"	"Female"	"."	"."
"Austria"	"2001"	"16"	"Male"	"0.00061212"	"."
"Austria"	"2001"	"16"	"Female"	"0.003008165"	"0.0006118079"
"Austria"	"2001"	"17"	"Male"	"0.0006289308"	"0.0004761905"
"Austria"	"2001"	"17"	"Female"	"0.0100925147"	"0.0017070673"
"Austria"	"2001"	"18"	"Male"	"0.006481669"	"0.0027442371"
"Austria"	"2001"	"18"	"Female"	"0.0374064838"	"0.0075337034"
"Austria"	"2001"	"19"	"Male"	"0.0172277228"	"0.0028551035"
"Austria"	"2001"	"19"	"Female"	"0.0793874673"	"0.0213068182"
"Austria"	"2001"	"20"	"Male"	"0.0387174834"	"0.0113100848"
"Austria"	"2001"	"20"	"Female"	"0.1305434104"	"0.0286806883"
"Austria"	"2001"	"21"	"Male"	"0.0743541273"	"0.0174002047"
"Austria"	"2001"	"21"	"Female"	"0.1983009166"	"0.0600500417"
"Austria"	"2001"	"22"	"Male"	"0.1144739551"	"0.0300829876"
"Austria"	"2001"	"22"	"Female"	"0.2386290149"	"0.0615671642"
"Austria"	"2001"	"23"	"Male"	"0.1509556907"	"0.034939759"
"Austria"	"2001"	"23"	"Female"	"0.3007388092"	"0.0882681564"
"Austria"	"2001"	"24"	"Male"	"0.2029918969"	"0.0638554217"
"Austria"	"2001"	"24"	"Female"	"0.3739872068"	"0.1179624665"
"Burkina Faso"	"1998"	"15"	"Male"	"0.0114583625"	"."
"Burkina Faso"	"1998"	"15"	"Female"	"0.0692637996"	"."
"Burkina Faso"	"1998"	"16"	"Male"	"0.0067540664"	"."
"Burkina Faso"	"1998"	"16"	"Female"	"0.1302286323"	"."
"Burkina Faso"	"1998"	"17"	"Male"	"0.0109273639"	"."
"Burkina Faso"	"1998"	"17"	"Female"	"0.3641519276"	"."
"Burkina Faso"	"1998"	"18"	"Male"	"0.0385220252"	"0.0183730237"
"Burkina Faso"	"1998"	"18"	"Female"	"0.5673226357"	"0.0292900422"
"Burkina Faso"	"1998"	"19"	"Male"	"0.0597000656"	"."
"Burkina Faso"	"1998"	"19"	"Female"	"0.74183016"	"0.0927058477"
"Burkina Faso"	"1998"	"20"	"Male"	"0.106698846"	"."
"Burkina Faso"	"1998"	"20"	"Female"	"0.8288999891"	"."
"Burkina Faso"	"1998"	"21"	"Male"	"0.1072216668"	"."
"Burkina Faso"	"1998"	"21"	"Female"	"0.8590098416"	"0.1904348341"
"Burkina Faso"	"1998"	"22"	"Male"	"0.2107182684"	"."
"Burkina Faso"	"1998"	"22"	"Female"	"0.9027706798"	"0.2297493127"
"Burkina Faso"	"1998"	"23"	"Male"	"0.3196010853"	"0.1173757644"
"Burkina Faso"	"1998"	"23"	"Female"	"0.9409661879"	"0.540053622"
"Burkina Faso"	"1998"	"24"	"Male"	"0.3856801037"	"0.2134795952"
"Burkina Faso"	"1998"	"24"	"Female"	"0.9103697118"	"0.1869741479"
"Benin"	"2006"	"12"	"Male"	"0.0017719703"	"0.0018785928"
"Benin"	"2006"	"12"	"Female"	"0.001692259"	"."
"Benin"	"2006"	"13"	"Male"	"0.0033012283"	"0.0016696093"
"Benin"	"2006"	"13"	"Female"	"0.0068405459"	"."
"Benin"	"2006"	"14"	"Male"	"0.0047563171"	"0.0040883914"
"Benin"	"2006"	"14"	"Female"	"0.0092026502"	"."
"Benin"	"2006"	"15"	"Male"	"0.001419536"	"."
"Benin"	"2006"	"15"	"Female"	"0.0511091822"	"0.0031052244"
"Benin"	"2006"	"16"	"Male"	"0.004877264"	"0.0015160631"
"Benin"	"2006"	"16"	"Female"	"0.0736276836"	"0.0081944242"
"Benin"	"2006"	"17"	"Male"	"0.0157127265"	"."
"Benin"	"2006"	"17"	"Female"	"0.1905586767"	"0.0138446536"
"Benin"	"2006"	"18"	"Male"	"0.0254823889"	"0.0032880156"
"Benin"	"2006"	"18"	"Female"	"0.3644086087"	"0.0254593437"
"Benin"	"2006"	"19"	"Male"	"0.0320026346"	"0.0121089239"
"Benin"	"2006"	"19"	"Female"	"0.4188952083"	"0.0426724757"
"Benin"	"2006"	"20"	"Male"	"0.1068102882"	"0.0067706777"
"Benin"	"2006"	"20"	"Female"	"0.6547027247"	"0.0423217808"
"Benin"	"2006"	"21"	"Male"	"0.1081706771"	"0.0100367073"
"Benin"	"2006"	"21"	"Female"	"0.5167197581"	"0.0358334298"
"Benin"	"2006"	"22"	"Male"	"0.2059615506"	"0.026154959"
"Benin"	"2006"	"22"	"Female"	"0.7186505543"	"0.0925002736"
"Benin"	"2006"	"23"	"Male"	"0.2682375182"	"0.0597220557"
"Benin"	"2006"	"23"	"Female"	"0.744345495"	"0.2378840411"
"Benin"	"2006"	"24"	"Male"	"0.3426817691"	"0.0350663319"
"Benin"	"2006"	"24"	"Female"	"0.7843964355"	"0.1345176049"
"Bolivia"	"2001"	"12"	"Male"	"0.0023923445"	"0.0011843664"
"Bolivia"	"2001"	"12"	"Female"	"0.0034988823"	"0.0018175986"
"Bolivia"	"2001"	"13"	"Male"	"0.00254229"	"0.0014013151"
"Bolivia"	"2001"	"13"	"Female"	"0.0027722772"	"0.0014749263"
"Bolivia"	"2001"	"14"	"Male"	"0.0031118249"	"0.0016380016"
"Bolivia"	"2001"	"14"	"Female"	"0.0035410765"	"0.0012439358"
"Bolivia"	"2001"	"15"	"Male"	"0.0109481293"	"0.0057993937"
"Bolivia"	"2001"	"15"	"Female"	"0.0312332296"	"0.0102932882"
"Bolivia"	"2001"	"16"	"Male"	"0.0135427336"	"0.0082104303"
"Bolivia"	"2001"	"16"	"Female"	"0.0636280557"	"0.0161716172"
"Bolivia"	"2001"	"17"	"Male"	"0.0259237537"	"0.0106443642"
"Bolivia"	"2001"	"17"	"Female"	"0.124910693"	"0.0366743071"
"Bolivia"	"2001"	"18"	"Male"	"0.0563085399"	"0.0260092116"
"Bolivia"	"2001"	"18"	"Female"	"0.2004379899"	"0.0854237288"
"Bolivia"	"2001"	"19"	"Male"	"0.0996538081"	"0.0603580563"
"Bolivia"	"2001"	"19"	"Female"	"0.2689935866"	"0.1512444161"
"Bolivia"	"2001"	"20"	"Male"	"0.1752146947"	"0.1402597403"
"Bolivia"	"2001"	"20"	"Female"	"0.3544549926"	"0.2715105163"
"Bolivia"	"2001"	"21"	"Male"	"0.2471580023"	"0.2423822715"
"Bolivia"	"2001"	"21"	"Female"	"0.4073937153"	"0.4008683068"
"Bolivia"	"2001"	"22"	"Male"	"0.3208965063"	"0.3333333333"
"Bolivia"	"2001"	"22"	"Female"	"0.4766026847"	"0.5065420561"
"Bolivia"	"2001"	"23"	"Male"	"0.4040351107"	"0.4225053079"
"Bolivia"	"2001"	"23"	"Female"	"0.5355558372"	"0.621242485"
"Bolivia"	"2001"	"24"	"Male"	"0.4774512656"	"0.5331632653"
"Bolivia"	"2001"	"24"	"Female"	"0.5879037801"	"0.6405228758"
"Brazil"	"2000"	"12"	"Male"	"0.0015296953"	"0.0007652796"
"Brazil"	"2000"	"12"	"Female"	"0.0033317211"	"0.0013605362"
"Brazil"	"2000"	"13"	"Male"	"0.001432656"	"0.0007428357"
"Brazil"	"2000"	"13"	"Female"	"0.0079956723"	"0.0023163396"
"Brazil"	"2000"	"14"	"Male"	"0.0013914855"	"0.000879258"
"Brazil"	"2000"	"14"	"Female"	"0.022510483"	"0.0061659145"
"Brazil"	"2000"	"15"	"Male"	"0.0026161101"	"0.0012905228"
"Brazil"	"2000"	"15"	"Female"	"0.0508197887"	"0.0141168896"
"Brazil"	"2000"	"16"	"Male"	"0.0086046588"	"0.0037205563"
"Brazil"	"2000"	"16"	"Female"	"0.0965493463"	"0.0283689079"
"Brazil"	"2000"	"17"	"Male"	"0.0217561304"	"0.0080234357"
"Brazil"	"2000"	"17"	"Female"	"0.15220908"	"0.0489053541"
"Brazil"	"2000"	"18"	"Male"	"0.0491757817"	"0.0183368812"
"Brazil"	"2000"	"18"	"Female"	"0.2148718979"	"0.0791965696"
"Brazil"	"2000"	"19"	"Male"	"0.0919922575"	"0.0321763442"
"Brazil"	"2000"	"19"	"Female"	"0.277159738"	"0.1067794149"
"Brazil"	"2000"	"20"	"Male"	"0.1528849436"	"0.0572363864"
"Brazil"	"2000"	"20"	"Female"	"0.3446599432"	"0.1417016324"
"Brazil"	"2000"	"21"	"Male"	"0.2190394669"	"0.0832080205"
"Brazil"	"2000"	"21"	"Female"	"0.4041655522"	"0.1831425561"
"Brazil"	"2000"	"22"	"Male"	"0.2900693355"	"0.1234204954"
"Brazil"	"2000"	"22"	"Female"	"0.460296793"	"0.2292751469"
"Brazil"	"2000"	"23"	"Male"	"0.3590209955"	"0.1763474186"
"Brazil"	"2000"	"23"	"Female"	"0.5094880757"	"0.2897703731"
"Brazil"	"2000"	"24"	"Male"	"0.4275820889"	"0.2370217641"
"Brazil"	"2000"	"24"	"Female"	"0.5564646363"	"0.348401691"
"Belarus"	"1999"	"12"	"Male"	"."	"."
"Belarus"	"1999"	"12"	"Female"	"."	"."
"Belarus"	"1999"	"13"	"Male"	"."	"."
"Belarus"	"1999"	"13"	"Female"	"."	"."
"Belarus"	"1999"	"14"	"Male"	"."	"."
"Belarus"	"1999"	"14"	"Female"	"0.0001231679"	"0.0001237471"
"Belarus"	"1999"	"15"	"Male"	"0.0002319916"	"0.0008318479"
"Belarus"	"1999"	"15"	"Female"	"0.0015668314"	"0.0009844942"
"Belarus"	"1999"	"16"	"Male"	"0.0008777429"	"0.0009328358"
"Belarus"	"1999"	"16"	"Female"	"0.0088825953"	"0.0035254237"
"Belarus"	"1999"	"17"	"Male"	"0.0026448363"	"0.0016432626"
"Belarus"	"1999"	"17"	"Female"	"0.0273722628"	"0.0113412974"
"Belarus"	"1999"	"18"	"Male"	"0.0168203138"	"0.0083997415"
"Belarus"	"1999"	"18"	"Female"	"0.0856911884"	"0.0388867709"
"Belarus"	"1999"	"19"	"Male"	"0.0441744892"	"0.0225903614"
"Belarus"	"1999"	"19"	"Female"	"0.1841125362"	"0.0949570815"
"Belarus"	"1999"	"20"	"Male"	"0.0872704442"	"0.0487804878"
"Belarus"	"1999"	"20"	"Female"	"0.3069883527"	"0.1746478873"
"Belarus"	"1999"	"21"	"Male"	"0.1820635873"	"0.109929078"
"Belarus"	"1999"	"21"	"Female"	"0.4219783312"	"0.2578268877"
"Belarus"	"1999"	"22"	"Male"	"0.305171377"	"0.1849765258"
"Belarus"	"1999"	"22"	"Female"	"0.5167381974"	"0.3805374001"
"Belarus"	"1999"	"23"	"Male"	"0.4047549163"	"0.2674571805"
"Belarus"	"1999"	"23"	"Female"	"0.5916934776"	"0.4749721913"
"Belarus"	"1999"	"24"	"Male"	"0.5003057169"	"0.4349315068"
"Belarus"	"1999"	"24"	"Female"	"0.6534058386"	"0.5892857143"
"Congo (Brazzaville)"	"2005"	"15"	"Female"	"0.0391328371"	"0.0123953373"
"Congo (Brazzaville)"	"2005"	"16"	"Female"	"0.110520278"	"0.0835410896"
"Congo (Brazzaville)"	"2005"	"17"	"Female"	"0.1165140187"	"0.0585635394"
"Congo (Brazzaville)"	"2005"	"18"	"Female"	"0.251596918"	"0.1172181552"
"Congo (Brazzaville)"	"2005"	"19"	"Female"	"0.3459057998"	"0.238177048"
"Congo (Brazzaville)"	"2005"	"20"	"Female"	"0.450228735"	"0.2696929937"
"Congo (Brazzaville)"	"2005"	"21"	"Female"	"0.5174110612"	"0.2351147049"
"Congo (Brazzaville)"	"2005"	"22"	"Female"	"0.5548990434"	"0.3546323941"
"Congo (Brazzaville)"	"2005"	"23"	"Female"	"0.66669675"	"0.5562502183"
"Congo (Brazzaville)"	"2005"	"24"	"Female"	"0.6123494507"	"0.4587949353"
"Switzerland"	"2000"	"12"	"Male"	"."	"."
"Switzerland"	"2000"	"12"	"Female"	"."	"."
"Switzerland"	"2000"	"13"	"Male"	"."	"."
"Switzerland"	"2000"	"13"	"Female"	"."	"."
"Switzerland"	"2000"	"14"	"Male"	"."	"."
"Switzerland"	"2000"	"14"	"Female"	"."	"."
"Switzerland"	"2000"	"15"	"Male"	"0.0045351474"	"0.0025523226"
"Switzerland"	"2000"	"15"	"Female"	"0.0025278059"	"0.0017026107"
"Switzerland"	"2000"	"16"	"Male"	"0.0018206645"	"0.0010198878"
"Switzerland"	"2000"	"16"	"Female"	"0.0028915663"	"0.0005428882"
"Switzerland"	"2000"	"17"	"Male"	"0.0018348624"	"0.0010422095"
"Switzerland"	"2000"	"17"	"Female"	"0.0039177277"	"0.0011248594"
"Switzerland"	"2000"	"18"	"Male"	"0.0062111801"	"0.0026780932"
"Switzerland"	"2000"	"18"	"Female"	"0.0196261682"	"0.0046783626"
"Switzerland"	"2000"	"19"	"Male"	"0.0172253259"	"0.0041899441"
"Switzerland"	"2000"	"19"	"Female"	"0.0614078882"	"0.0198412698"
"Switzerland"	"2000"	"20"	"Male"	"0.0282258065"	"0.0078973346"
"Switzerland"	"2000"	"20"	"Female"	"0.1199253383"	"0.0282542886"
"Switzerland"	"2000"	"21"	"Male"	"0.0647810219"	"0.0176544767"
"Switzerland"	"2000"	"21"	"Female"	"0.1811460259"	"0.0472049689"
"Switzerland"	"2000"	"22"	"Male"	"0.1083135392"	"0.023943662"
"Switzerland"	"2000"	"22"	"Female"	"0.26910299"	"0.0948795181"
"Switzerland"	"2000"	"23"	"Male"	"0.1646478241"	"0.0453900709"
"Switzerland"	"2000"	"23"	"Female"	"0.3253502033"	"0.1077441077"
"Switzerland"	"2000"	"24"	"Male"	"0.2072829132"	"0.0403877221"
"Switzerland"	"2000"	"24"	"Female"	"0.4129724685"	"0.1680497925"
"Cote Ivoire"	"1998"	"15"	"Female"	"0.0744512372"	"."
"Cote Ivoire"	"1998"	"16"	"Female"	"0.1580598861"	"0.0210932647"
"Cote Ivoire"	"1998"	"17"	"Female"	"0.2534222965"	"0.0317404533"
"Cote Ivoire"	"1998"	"18"	"Female"	"0.3272828478"	"0.0557525673"
"Cote Ivoire"	"1998"	"19"	"Female"	"0.4585194773"	"0.0465216521"
"Cote Ivoire"	"1998"	"20"	"Female"	"0.528345306"	"."
"Cote Ivoire"	"1998"	"21"	"Female"	"0.4938448798"	"0.0786181366"
"Cote Ivoire"	"1998"	"22"	"Female"	"0.6154027303"	"0.0595224653"
"Cote Ivoire"	"1998"	"23"	"Female"	"0.7199155815"	"."
"Cote Ivoire"	"1998"	"24"	"Female"	"0.6761847861"	"0.1262030976"
"Cameroon"	"2004"	"15"	"Female"	"0.0854581085"	"0.0141949694"
"Cameroon"	"2004"	"16"	"Female"	"0.1866507627"	"0.035397889"
"Cameroon"	"2004"	"17"	"Female"	"0.25707837"	"0.1006544639"
"Cameroon"	"2004"	"18"	"Female"	"0.4915105509"	"0.2256946619"
"Cameroon"	"2004"	"19"	"Female"	"0.5293515451"	"0.232091203"
"Cameroon"	"2004"	"20"	"Female"	"0.6597393683"	"0.2415931505"
"Cameroon"	"2004"	"21"	"Female"	"0.6332105377"	"0.2538882752"
"Cameroon"	"2004"	"22"	"Female"	"0.7010724721"	"0.3121794419"
"Cameroon"	"2004"	"23"	"Female"	"0.7428601228"	"0.3846608079"
"Cameroon"	"2004"	"24"	"Female"	"0.7645555017"	"0.3712364793"
"Colombia"	"2005"	"12"	"Male"	"."	"."
"Colombia"	"2005"	"12"	"Female"	"0.0029714497"	"0.0012872435"
"Colombia"	"2005"	"13"	"Male"	"."	"."
"Colombia"	"2005"	"13"	"Female"	"0.0143150413"	"0.0081892408"
"Colombia"	"2005"	"14"	"Male"	"0.0102597572"	"0.0022807851"
"Colombia"	"2005"	"14"	"Female"	"0.0302244141"	"0.0113625681"
"Colombia"	"2005"	"15"	"Male"	"0.0180176947"	"0.0121983346"
"Colombia"	"2005"	"15"	"Female"	"0.059745394"	"0.0168068883"
"Colombia"	"2005"	"16"	"Male"	"0.0222187145"	"0.0105336967"
"Colombia"	"2005"	"16"	"Female"	"0.0993498672"	"0.0254299965"
"Colombia"	"2005"	"17"	"Male"	"0.0345397671"	"0.0139197153"
"Colombia"	"2005"	"17"	"Female"	"0.1537450207"	"0.0460514676"
"Colombia"	"2005"	"18"	"Male"	"0.0658829343"	"0.0217830283"
"Colombia"	"2005"	"18"	"Female"	"0.2165739293"	"0.0652724623"
"Colombia"	"2005"	"19"	"Male"	"0.1076131872"	"0.0315753479"
"Colombia"	"2005"	"19"	"Female"	"0.2713587212"	"0.0908645473"
"Colombia"	"2005"	"20"	"Male"	"0.1543627585"	"0.0461036905"
"Colombia"	"2005"	"20"	"Female"	"0.3334539348"	"0.1194241948"
"Colombia"	"2005"	"21"	"Male"	"0.2090303416"	"0.0595892362"
"Colombia"	"2005"	"21"	"Female"	"0.3734075853"	"0.1576335501"
"Colombia"	"2005"	"22"	"Male"	"0.2656956159"	"0.0853179106"
"Colombia"	"2005"	"22"	"Female"	"0.4238374034"	"0.1766576643"
"Colombia"	"2005"	"23"	"Male"	"0.320831624"	"0.1165385065"
"Colombia"	"2005"	"23"	"Female"	"0.4580983186"	"0.2451809484"
"Colombia"	"2005"	"24"	"Male"	"0.3696012948"	"0.1410632343"
"Colombia"	"2005"	"24"	"Female"	"0.5032914803"	"0.2906931648"
"Costa Rica"	"2000"	"12"	"Male"	"0.0034285714"	"0.0014605648"
"Costa Rica"	"2000"	"12"	"Female"	"0.0014851485"	"0.0005285412"
"Costa Rica"	"2000"	"13"	"Male"	"0.0027771349"	"0.0015760441"
"Costa Rica"	"2000"	"13"	"Female"	"0.004669452"	"0.0031545741"
"Costa Rica"	"2000"	"14"	"Male"	"0.0029030817"	"0.0025795357"
"Costa Rica"	"2000"	"14"	"Female"	"0.017187873"	"0.0049064704"
"Costa Rica"	"2000"	"15"	"Male"	"0.0050574713"	"0.0040513167"
"Costa Rica"	"2000"	"15"	"Female"	"0.0498960499"	"0.0123496913"
"Costa Rica"	"2000"	"16"	"Male"	"0.0136562742"	"0.005982906"
"Costa Rica"	"2000"	"16"	"Female"	"0.0873036998"	"0.0192307692"
"Costa Rica"	"2000"	"17"	"Male"	"0.0198542347"	"0.0067842605"
"Costa Rica"	"2000"	"17"	"Female"	"0.1443569554"	"0.0293984622"
"Costa Rica"	"2000"	"18"	"Male"	"0.0542963885"	"0.0075107296"
"Costa Rica"	"2000"	"18"	"Female"	"0.2084870849"	"0.0509186352"
"Costa Rica"	"2000"	"19"	"Male"	"0.0962715637"	"0.0254237288"
"Costa Rica"	"2000"	"19"	"Female"	"0.2957018498"	"0.0895061728"
"Costa Rica"	"2000"	"20"	"Male"	"0.1465422613"	"0.0412451362"
"Costa Rica"	"2000"	"20"	"Female"	"0.3488750339"	"0.1299319728"
"Costa Rica"	"2000"	"21"	"Male"	"0.2062423501"	"0.0666097353"
"Costa Rica"	"2000"	"21"	"Female"	"0.4100520993"	"0.1824157765"
"Costa Rica"	"2000"	"22"	"Male"	"0.2953481971"	"0.0983118173"
"Costa Rica"	"2000"	"22"	"Female"	"0.4757721734"	"0.2352941176"
"Costa Rica"	"2000"	"23"	"Male"	"0.3631413012"	"0.1709211987"
"Costa Rica"	"2000"	"23"	"Female"	"0.5377386197"	"0.3"
"Costa Rica"	"2000"	"24"	"Male"	"0.422295082"	"0.209631728"
"Costa Rica"	"2000"	"24"	"Female"	"0.5734243015"	"0.3637640449"
"Dominican Republic"	"2002"	"15"	"Male"	"0.0021274019"	"0.0062842306"
"Dominican Republic"	"2002"	"15"	"Female"	"0.0733148453"	"0.0576437985"
"Dominican Republic"	"2002"	"16"	"Male"	"0.0107445551"	"0.0090603947"
"Dominican Republic"	"2002"	"16"	"Female"	"0.1465028683"	"0.0927090684"
"Dominican Republic"	"2002"	"17"	"Male"	"0.0090223216"	"0.0055204777"
"Dominican Republic"	"2002"	"17"	"Female"	"0.2352793693"	"0.2140474585"
"Dominican Republic"	"2002"	"18"	"Male"	"0.0280020968"	"0.0175456614"
"Dominican Republic"	"2002"	"18"	"Female"	"0.270951953"	"0.2357569187"
"Dominican Republic"	"2002"	"19"	"Male"	"0.08512659"	"0.0592917282"
"Dominican Republic"	"2002"	"19"	"Female"	"0.3603810252"	"0.2978479384"
"Dominican Republic"	"2002"	"20"	"Male"	"0.1238819709"	"0.0440917202"
"Dominican Republic"	"2002"	"20"	"Female"	"0.3942526682"	"0.3326538073"
"Dominican Republic"	"2002"	"21"	"Male"	"0.1972072239"	"0.0876955523"
"Dominican Republic"	"2002"	"21"	"Female"	"0.4748448219"	"0.4070962014"
"Dominican Republic"	"2002"	"22"	"Male"	"0.2688568984"	"0.1549184205"
"Dominican Republic"	"2002"	"22"	"Female"	"0.5050127697"	"0.444037324"
"Dominican Republic"	"2002"	"23"	"Male"	"0.316735935"	"0.2341749603"
"Dominican Republic"	"2002"	"23"	"Female"	"0.5361603202"	"0.4292684861"
"Dominican Republic"	"2002"	"24"	"Male"	"0.421725781"	"0.3095711488"
"Dominican Republic"	"2002"	"24"	"Female"	"0.6327494755"	"0.6747665796"
"Ecuador"	"2001"	"12"	"Male"	"0.0076950481"	"0.005413058"
"Ecuador"	"2001"	"12"	"Female"	"0.0117205109"	"0.0071885684"
"Ecuador"	"2001"	"13"	"Male"	"0.0063779294"	"0.0044019856"
"Ecuador"	"2001"	"13"	"Female"	"0.012583442"	"0.0069317416"
"Ecuador"	"2001"	"14"	"Male"	"0.0082503113"	"0.0044329117"
"Ecuador"	"2001"	"14"	"Female"	"0.0229266041"	"0.00864"
"Ecuador"	"2001"	"15"	"Male"	"0.0208967174"	"0.0217680493"
"Ecuador"	"2001"	"15"	"Female"	"0.0766326613"	"0.0409057706"
"Ecuador"	"2001"	"16"	"Male"	"0.0293060768"	"0.0215401185"
"Ecuador"	"2001"	"16"	"Female"	"0.1246031131"	"0.0499297663"
"Ecuador"	"2001"	"17"	"Male"	"0.0520637515"	"0.0281274281"
"Ecuador"	"2001"	"17"	"Female"	"0.2077869516"	"0.0746514765"
"Ecuador"	"2001"	"18"	"Male"	"0.0875231339"	"0.0368883792"
"Ecuador"	"2001"	"18"	"Female"	"0.2735368957"	"0.0992592593"
"Ecuador"	"2001"	"19"	"Male"	"0.1438881371"	"0.0579479001"
"Ecuador"	"2001"	"19"	"Female"	"0.3480970024"	"0.1272037492"
"Ecuador"	"2001"	"20"	"Male"	"0.2219443055"	"0.1064788732"
"Ecuador"	"2001"	"20"	"Female"	"0.4304599499"	"0.1833084948"
"Ecuador"	"2001"	"21"	"Male"	"0.3121546961"	"0.1400459167"
"Ecuador"	"2001"	"21"	"Female"	"0.4835183176"	"0.2343215507"
"Ecuador"	"2001"	"22"	"Male"	"0.3712292938"	"0.1829537105"
"Ecuador"	"2001"	"22"	"Female"	"0.5374949"	"0.2820934826"
"Ecuador"	"2001"	"23"	"Male"	"0.4552599758"	"0.237537928"
"Ecuador"	"2001"	"23"	"Female"	"0.5864542497"	"0.3472057075"
"Ecuador"	"2001"	"24"	"Male"	"0.5065745273"	"0.2992584746"
"Ecuador"	"2001"	"24"	"Female"	"0.629756504"	"0.4407630522"
"Spain"	"2001"	"12"	"Male"	"."	"."
"Spain"	"2001"	"12"	"Female"	"."	"."
"Spain"	"2001"	"13"	"Male"	"."	"."
"Spain"	"2001"	"13"	"Female"	"0.0000959233"	"0.0000971157"
"Spain"	"2001"	"14"	"Male"	"0.000089662"	"0.0000913325"
"Spain"	"2001"	"14"	"Female"	"0.000184179"	"0.0001873361"
